sitename,county,aqi,pollutant,status,so2,co,o3,o3_8hr,pm10,pm2.5,no2,nox,no,windspeed,winddirec,datacreationdate,unit,co_8hr,pm2.5_avg,pm10_avg,so2_avg,longitude,latitude,siteid
西屯,臺中市,103,細懸浮微粒,對敏感族群不健康,1.7,0.42,22.6,21.2,71,37,17.2,19.7,2.5,0.9,29,"2024-03-15 08:00",,0.3,36.2,69,1,120.616917,24.162197,32
忠明,臺中市,105,細懸浮微粒,對敏感族群不健康,2,0.5,23.3,21.9,82,45,15.3,17.7,2.3,0.3,50,"2024-03-15 08:00",,0.3,37.1,73,1,120.641092,24.151958,31
大里,臺中市,120,細懸浮微粒,對敏感族群不健康,1.3,0.77,3.2,3.6,59,44,19.1,34.2,15.1,0.2,183,"2024-03-15 08:00",,0.5,42.8,60,1,120.67844444,24.09961111,30
沙鹿,臺中市,86,細懸浮微粒,普通,1,0.32,21.5,25.2,67,26,16,17,1,2.1,335,"2024-03-15 08:00",,0.3,29.6,68,0,120.568794,24.225628,29
豐原,臺中市,68,細懸浮微粒,普通,0.9,0.52,7.3,15.2,36,23,20.4,33.8,13.4,0.2,331,"2024-03-15 08:00",,0.3,22.4,38,1,120.74252414,24.25699731,28
三義,苗栗縣,89,細懸浮微粒,普通,1.3,0.45,18.9,20.1,58,32,17.7,21.4,3.6,0.5,355,"2024-03-15 08:00",,0.3,30.9,51,1,120.75956754,24.38248443,27
苗栗,苗栗縣,95,細懸浮微粒,普通,1.4,0.58,7.8,9.2,67,41,16.7,21.3,4.6,1,137,"2024-03-15 08:00",,0.3,33.4,56,1,120.82011468,24.56499183,26
頭份,苗栗縣,89,細懸浮微粒,普通,2.4,0.58,5.2,7.4,59,35,18.2,28.6,10.4,0.8,100,"2024-03-15 08:00",,0.4,31.1,51,2,120.89869286,24.69690679,25
新竹,新竹市,103,細懸浮微粒,對敏感族群不健康,1.4,0.73,4.8,1.8,68,43,25.6,37.3,11.6,0.3,55,"2024-03-15 08:00",,0.5,36.4,52,1,120.97236752,24.8056356,24
竹東,新竹縣,67,細懸浮微粒,普通,1.2,0.45,9,14.8,34,23,17.2,22.9,5.7,0.6,117,"2024-03-15 08:00",,0.3,21.9,33,1,121.08895493,24.74091408,23
湖口,新竹縣,139,細懸浮微粒,對敏感族群不健康,2.3,0.56,4,3.3,73,46,29.9,38.8,8.8,1.1,164,"2024-03-15 08:00",,0.6,50.3,71,1,121.03886894,24.90009696,22
龍潭,桃園市,97,細懸浮微粒,普通,1.6,0.56,9.3,11.0,56,29,29.5,36.9,7.4,1.6,280,"2024-03-15 08:00",,0.5,34.1,55,1,121.21645772,24.86400048,21
平鎮,桃園市,123,細懸浮微粒,對敏感族群不健康,2,0.76,3,4.2,74,44,40.1,57.6,17.4,0.5,189,"2024-03-15 08:00",,0.6,44,68,1,121.203986,24.952786,20
觀音,桃園市,147,細懸浮微粒,對敏感族群不健康,1.7,0.55,6.5,17.6,84,55,23.9,27.8,3.9,1,204,"2024-03-15 08:00",,0.4,53.2,78,1,121.08283092,25.03556747,19
大園,桃園市,138,細懸浮微粒,對敏感族群不健康,2.7,0.75,2.4,14.2,92,64,32.5,41.7,9.2,1.2,190,"2024-03-15 08:00",,0.5,49.7,74,2,121.20251473,25.06100357,18
桃園,桃園市,91,細懸浮微粒,普通,2.3,0.84,3.1,7.0,45,29,32,46.6,14.6,0.5,201,"2024-03-15 08:00",,0.6,31.7,51,1,121.30500531,24.9947107,17
大同,臺北市,77,細懸浮微粒,普通,1.4,2.12,3.2,20.3,41,26,36.8,106.5,69.7,-,-,"2024-03-15 08:00",,0.8,26,42,1,121.51342074,25.06331455,16
松山,臺北市,77,細懸浮微粒,普通,1.6,0.9,2.4,20.5,40,29,39.1,75.5,36.3,0.7,205,"2024-03-15 08:00",,0.5,25.9,35,1,121.578611,25.05,15
古亭,臺北市,64,細懸浮微粒,普通,0.9,0.74,9.3,34.7,31,24,28.9,40.1,11.2,1.1,230,"2024-03-15 08:00",,0.3,20.9,32,1,121.529556,25.020608,14
萬華,臺北市,69,細懸浮微粒,普通,0.8,1.2,3.3,29.9,45,30,35.6,61.6,26,0.3,14,"2024-03-15 08:00",,0.5,22.8,38,1,121.507972,25.046503,13
中山,臺北市,63,細懸浮微粒,普通,1.1,1.08,5.8,31.9,44,23,36.2,61.6,25.4,1,246,"2024-03-15 08:00",,0.4,20.5,39,1,121.526528,25.062361,12
士林,臺北市,58,細懸浮微粒,普通,1.1,0.76,1.2,36.2,51,27,37.8,71.1,33.2,0.5,332,"2024-03-15 08:00",,0.3,18.2,34,1,121.51666356,25.10334003,11
淡水,新北市,71,細懸浮微粒,普通,0.8,0.8,5.1,31.1,48,24,36,51.9,15.8,0.5,100,"2024-03-15 08:00",,0.4,23.7,39,0,121.449239,25.1645,10
林口,新北市,61,細懸浮微粒,普通,1.4,0.49,22.4,40.9,36,17,30.5,65.8,35.3,0.8,126,"2024-03-15 08:00",,0.3,19.4,36,1,121.36548982,25.07798949,9
菜寮,新北市,76,細懸浮微粒,普通,1.1,1.14,1.7,20.6,46,25,43.1,81,37.8,0.2,147,"2024-03-15 08:00",,0.6,25.7,42,1,121.481028,25.06895,8
新莊,新北市,81,細懸浮微粒,普通,1,1.01,1.9,13.8,50,28,24.3,52,27.7,0.8,165,"2024-03-15 08:00",,0.5,27.7,46,1,121.4325,25.037972,7
板橋,新北市,66,細懸浮微粒,普通,0.9,0.79,2.2,16.0,36,21,28.1,48.4,20.2,0.8,252,"2024-03-15 08:00",,0.5,21.7,36,1,121.458667,25.012972,6
土城,新北市,72,細懸浮微粒,普通,1.1,0.87,2.2,9.3,45,27,28.9,86.4,57.4,0.3,147,"2024-03-15 08:00",,0.5,24.2,37,1,121.451861,24.982528,5
新店,新北市,64,細懸浮微粒,普通,1.2,0.55,23.6,39.6,33,22,18.9,23.1,4.2,0.5,183,"2024-03-15 08:00",,0.3,20.8,31,1,121.537778,24.977222,4
萬里,新北市,47,,良好,1.2,0.31,24.2,31.4,29,15,8.2,10.1,1.9,1.9,226,"2024-03-15 08:00",,0.2,14.5,26,1,121.689881,25.179667,3
汐止,新北市,57,細懸浮微粒,普通,1.7,1.09,0.1,5.8,39,22,32.9,111.5,78.5,0.6,206,"2024-03-15 08:00",,0.5,18.1,31,1,121.64081,25.06624,2
基隆,基隆市,58,細懸浮微粒,普通,1.4,0.9,6.5,32.8,29,19,29.5,48,18.4,0.5,324,"2024-03-15 08:00",,0.3,18.5,28,1,121.760056,25.129167,1
屏東(枋山),屏東縣,71,臭氧八小時,普通,0.3,0.19,58.7,61.6,28,12,2.8,2.8,0,3.1,63,"2024-03-15 07:00",,0.1,13.1,27,0,120.651472,22.260899,313
新北(樹林),新北市,83,細懸浮微粒,普通,0.6,0.42,4.6,12.1,35,25,22.9,37.5,14.5,0.2,61,"2024-03-15 07:00",,0.3,28.3,38,0,121.38352778,24.94902778,311
屏東(琉球),屏東縣,95,細懸浮微粒,普通,1.9,0.38,43.5,55.3,73,40,9.4,10,0.5,0.4,324,"2024-03-15 07:00",,0.2,33.4,67,2,120.37722,22.35222,204
臺南(麻豆),臺南市,151,細懸浮微粒,對所有族群不健康,1,0.51,7.9,12.4,117,60,18.1,20.3,2.1,0.2,358,"2024-03-15 07:00",,0.3,54.7,95,1,120.24583056,23.17904722,203
高雄(湖內),高雄市,136,細懸浮微粒,對敏感族群不健康,1.3,0.47,1.7,9.1,100,51,21,24.9,3.9,0.7,30,"2024-03-15 07:00",,0.4,48.9,94,1,120.24535,22.87985556,202
彰化(員林),彰化縣,119,細懸浮微粒,對敏感族群不健康,2.8,0.44,13,9.0,84,46,16.2,18.3,2.1,0.4,0,"2024-03-15 07:00",,0.4,42.5,73,2,120.56373,23.96117,201
大城,彰化縣,80,細懸浮微粒,普通,0.8,0.12,35.1,38.5,56,28,5.6,7.2,1.6,3.5,57,"2024-03-15 07:00",,0.1,27.2,49,0,120.26964167,23.85493056,85
富貴角,新北市,53,細懸浮微粒,普通,0.4,0.24,38.1,45.8,44,14,4.2,4.3,0.1,1.2,222,"2024-03-15 07:00",,0.2,16.2,45,1,121.53656894,25.29681695,84
麥寮,雲林縣,85,細懸浮微粒,普通,1.5,0.22,31.4,33.1,64,27,,,,2.7,2,"2024-03-15 07:00",,0.2,29.3,56,1,120.251825,23.753506,83
關山,臺東縣,53,細懸浮微粒,普通,0.8,0.27,28.2,32.9,33,16,3.1,4,0.8,0.3,98,"2024-03-15 07:00",,0.2,16.2,30,0,121.161933,23.045083,80
馬公,澎湖縣,61,細懸浮微粒,普通,0.1,0.24,46.4,47,40,20,4.7,5.3,0.5,4.2,38,"2024-03-15 07:00",,0.2,19.7,33,0,119.566158,23.569031,78
金門,金門縣,126,細懸浮微粒,對敏感族群不健康,2.9,0.47,20.2,25.4,53,47,13.1,13.5,0.4,0.7,25,"2024-03-15 07:00",,0.4,45.2,65,2,118.312256,24.432133,77
馬祖,連江縣,71,細懸浮微粒,普通,0.8,0.31,38.1,38.8,17,16,5.6,6,0.4,0.3,117,"2024-03-15 07:00",,0.3,23.7,29,2,119.93149378,26.15188416,75
埔里,南投縣,67,細懸浮微粒,普通,1,0.4,3.4,10.8,29,23,9.6,14.7,5,0.6,324,"2024-03-15 07:00",,0.3,21.8,29,1,120.967903,23.968842,72
復興,高雄市,144,細懸浮微粒,對敏感族群不健康,2.3,0.76,14.4,21.7,99,64,29.1,33.3,4.1,0.6,123,"2024-03-15 07:00",,0.6,52.1,85,2,120.312017,22.608711,71
永和,新北市,69,細懸浮微粒,普通,1.5,1.46,3.4,27.4,46,26,32.7,68.4,35.6,0.3,345,"2024-03-15 07:00",,0.6,22.7,37,1,121.516306,25.017,70
竹山,南投縣,101,細懸浮微粒,對敏感族群不健康,0.7,0.41,4.1,11.7,46,32,14.7,18.4,3.6,1.2,80,"2024-03-15 07:00",,0.3,35.6,51,1,120.677306,23.756389,69
中壢,桃園市,136,細懸浮微粒,對敏感族群不健康,3.5,1.33,1.6,5.7,60,45,34.7,100.1,65.4,0.2,339,"2024-03-15 07:00",,1,49,70,2,121.221667,24.953278,68
三重,新北市,72,細懸浮微粒,普通,1.5,1.33,5,14.5,41,22,40.5,138.3,97.8,-,-,"2024-03-15 07:00",,0.8,24,42,1,121.493806,25.072611,67
冬山,宜蘭縣,64,細懸浮微粒,普通,0.7,0.41,10.5,20.3,39,19,14.1,18.3,4.2,0.6,241,"2024-03-15 07:00",,0.3,20.9,36,0,121.792928,24.632203,66
宜蘭,宜蘭縣,53,細懸浮微粒,普通,1.3,0.34,26.5,28.0,31,17,4.6,5.6,1,0.3,249,"2024-03-15 07:00",,0.3,16.2,31,1,121.746394,24.747917,65
陽明,臺北市,54,臭氧八小時,普通,1.1,0.25,55.1,56.8,22,16,1.8,2.2,0.4,1.3,190,"2024-03-15 07:00",,0.2,16.3,25,1,121.529583,25.182722,64
花蓮,花蓮縣,53,細懸浮微粒,普通,0.6,0.25,21.6,22.3,17,18,2.9,4.1,1.2,2.6,223,"2024-03-15 07:00",,0.2,16.4,23,0,121.599769,23.971306,63
臺東,臺東縣,58,細懸浮微粒,普通,0.4,0.26,40.6,44.4,38,19,3.9,4.3,0.4,0.2,316,"2024-03-15 07:00",,0.2,18.5,37,0,121.15045,22.755358,62
恆春,屏東縣,71,臭氧八小時,普通,1.4,0.21,60,61.2,31,16,1.1,1.5,0.4,5.8,35,"2024-03-15 07:00",,0.2,15.6,28,1,120.788928,21.958069,61
潮州,屏東縣,89,細懸浮微粒,普通,0.7,1.03,17.4,30.5,61,38,8.8,9.8,1,1.1,56,"2024-03-15 07:00",,0.4,30.8,58,0,120.561175,22.523108,60
屏東,屏東縣,114,細懸浮微粒,對敏感族群不健康,1.4,0.42,22.8,33.1,63,36,11.8,12.9,1,0.8,342,"2024-03-15 07:00",,0.4,40.4,74,2,120.488033,22.673081,59
小港,高雄市,122,細懸浮微粒,對敏感族群不健康,1.7,0.51,27.4,34.7,78,42,22.4,24.6,2.2,1.2,66,"2024-03-15 07:00",,0.5,43.6,79,2,120.337736,22.565833,58
前鎮,高雄市,133,細懸浮微粒,對敏感族群不健康,3.6,0.67,15.8,19.4,111,56,29.8,34.2,4.4,0.2,9,"2024-03-15 07:00",,0.6,48,95,2,120.30833356,22.6044507,57
前金,高雄市,146,細懸浮微粒,對敏感族群不健康,2.1,0.65,13,18.3,106,60,20.5,21.5,0.9,1.3,6,"2024-03-15 07:00",,0.5,52.7,103,1,120.28676111,22.63390278,56
左營,高雄市,152,細懸浮微粒,對所有族群不健康,1.8,0.55,13.7,16.7,88,51,22,23.5,1.5,0.2,1,"2024-03-15 07:00",,0.5,55.7,95,1,120.292917,22.674861,54
楠梓,高雄市,134,細懸浮微粒,對敏感族群不健康,0.5,0.42,16.2,15.4,71,40,19.8,20.7,0.8,0.5,48,"2024-03-15 07:00",,0.4,48.2,87,1,120.328289,22.733667,53
林園,高雄市,128,細懸浮微粒,對敏感族群不健康,1.4,0.44,20,34.2,88,50,13.1,14.3,1.2,1.6,19,"2024-03-15 07:00",,0.4,45.9,90,2,120.41175,22.4795,52
大寮,高雄市,142,細懸浮微粒,對敏感族群不健康,9.7,0.51,14.3,25.6,72,51,21.7,23.5,1.8,0.5,337,"2024-03-15 07:00",,0.4,51.2,82,7,120.425311,22.56413611,51
鳳山,高雄市,129,細懸浮微粒,對敏感族群不健康,1.9,0.62,18.7,31.0,90,50,20.2,21.4,1.1,0.6,115,"2024-03-15 07:00",,0.5,46.4,86,2,120.357422,22.628126,50
仁武,高雄市,152,細懸浮微粒,對所有族群不健康,2.5,0.53,7.2,11.4,83,49,29.4,37.5,8,0.3,159,"2024-03-15 07:00",,0.5,55.6,92,1,120.332631,22.689056,49
橋頭,高雄市,148,細懸浮微粒,對敏感族群不健康,1.5,0.4,11,12.4,66,41,16.1,17.9,1.7,1.1,58,"2024-03-15 07:00",,0.4,53.8,87,1,120.305689,22.757506,48
美濃,高雄市,93,細懸浮微粒,普通,0.9,0.38,34,40.2,54,29,7.7,8.4,0.7,0.2,48,"2024-03-15 07:00",,0.3,32.4,60,0,120.530542,22.883583,47
臺南,臺南市,146,細懸浮微粒,對敏感族群不健康,1.3,0.55,1.8,9.7,107,58,28.3,34.6,6.3,2.1,10,"2024-03-15 07:00",,0.4,52.9,99,1,120.21947897,22.98928311,46
安南,臺南市,153,細懸浮微粒,對所有族群不健康,1,0.52,5.6,12.9,107,67,18.9,22.3,3.3,1.5,2,"2024-03-15 07:00",,0.4,58,88,1,120.2175,23.048197,45
善化,臺南市,130,細懸浮微粒,對敏感族群不健康,1.8,0.55,4.3,12.6,100,51,17.7,20,2.3,1.6,11,"2024-03-15 07:00",,0.4,46.5,93,1,120.29740529,23.11337642,44
新營,臺南市,144,細懸浮微粒,對敏感族群不健康,1.3,0.49,6.3,11.6,93,59,20.4,22.2,1.8,0.7,19,"2024-03-15 07:00",,0.4,52,85,1,120.31725,23.305633,43
嘉義,嘉義市,152,細懸浮微粒,對所有族群不健康,2,0.42,5.2,10.6,84,54,18.1,20.4,2.2,2.5,55,"2024-03-15 07:00",,0.4,57.3,87,2,120.44125148,23.46477865,42
臺西,雲林縣,69,細懸浮微粒,普通,1.1,0.22,29.9,33.2,76,20,7.7,8.6,0.8,3,30,"2024-03-15 07:00",,0.2,22.7,61,1,120.19933333,23.702175,41
朴子,嘉義縣,121,細懸浮微粒,對敏感族群不健康,1.9,0.43,12.3,18.9,84,44,10.5,12.4,1.8,0.4,12,"2024-03-15 07:00",,0.3,43.2,78,2,120.2478,23.46538,40
新港,嘉義縣,125,細懸浮微粒,對敏感族群不健康,1.7,0.46,13.5,16.2,93,49,13.9,15.4,1.5,0.8,38,"2024-03-15 07:00",,0.3,44.7,86,2,120.345531,23.554839,39
崙背,雲林縣,104,細懸浮微粒,對敏感族群不健康,1,0.25,27.6,20.1,74,31,6.8,7.5,0.6,0.8,90,"2024-03-15 07:00",,0.3,36.6,81,1,120.348742,23.757547,38
斗六,雲林縣,143,細懸浮微粒,對敏感族群不健康,1.2,0.42,4.2,9.1,89,60,16,19.2,3.1,0.7,103,"2024-03-15 07:00",,0.3,51.8,87,1,120.544994,23.711853,37
南投,南投縣,86,細懸浮微粒,普通,0.6,0.38,2.3,5.0,41,30,10.1,13.3,3.2,0.3,199,"2024-03-15 07:00",,0.3,29.9,49,0,120.685306,23.913,36
二林,彰化縣,104,細懸浮微粒,對敏感族群不健康,1.2,0.25,32.4,24.3,73,30,6.8,7.6,0.8,2.3,37,"2024-03-15 07:00",,0.3,36.7,76,1,120.409653,23.925175,35
線西,彰化縣,80,細懸浮微粒,普通,1.6,0.2,28.8,28.6,61,21,9.7,10.3,0.6,2.5,46,"2024-03-15 07:00",,0.2,27.2,61,2,120.469061,24.131672,34
彰化,彰化縣,90,細懸浮微粒,普通,0.9,0.28,23.4,19.2,64,21,13.2,13.9,0.7,1.9,0,"2024-03-15 07:00",,0.3,31.5,65,1,120.541519,24.066,33
西屯,臺中市,105,細懸浮微粒,對敏感族群不健康,1.4,0.33,23.6,20.4,72,32,14.3,15.5,1.1,2.1,45,"2024-03-15 07:00",,0.3,37,69,1,120.616917,24.162197,32
忠明,臺中市,100,細懸浮微粒,普通,1.9,0.34,29.2,21.4,72,34,10.6,11.8,1.1,1.9,38,"2024-03-15 07:00",,0.3,35.3,70,1,120.641092,24.151958,31
大里,臺中市,120,細懸浮微粒,對敏感族群不健康,1.2,0.6,1.2,4.0,51,35,18,29.5,11.4,0.9,99,"2024-03-15 07:00",,0.4,42.7,61,1,120.67844444,24.09961111,30
沙鹿,臺中市,89,細懸浮微粒,普通,1,0.21,29.6,25.0,67,21,,,,1.6,37,"2024-03-15 07:00",,0.3,31.1,68,0,120.568794,24.225628,29
豐原,臺中市,69,細懸浮微粒,普通,0.9,0.37,14.1,16.6,37,20,12.1,14.7,2.6,0.7,171,"2024-03-15 07:00",,0.3,22.7,39,1,120.74252414,24.25699731,28
三義,苗栗縣,88,細懸浮微粒,普通,1.2,0.42,20.4,19.6,61,33,13,15.1,2,0.5,22,"2024-03-15 07:00",,0.3,30.5,50,1,120.75956754,24.38248443,27
苗栗,苗栗縣,89,細懸浮微粒,普通,1.4,0.43,7,9.2,65,32,15.4,17.1,1.7,1.7,139,"2024-03-15 07:00",,0.3,30.9,52,1,120.82011468,24.56499183,26
頭份,苗栗縣,88,細懸浮微粒,普通,1.8,0.45,3.1,7.5,47,28,14.7,21.3,6.5,1.1,97,"2024-03-15 07:00",,0.3,30.4,50,2,120.89869286,24.69690679,25
新竹,新竹市,99,細懸浮微粒,普通,0.6,0.53,2.4,3.6,48,29,21.8,32.7,10.8,0.3,161,"2024-03-15 07:00",,0.5,34.9,49,1,120.97236752,24.8056356,24
竹東,新竹縣,67,細懸浮微粒,普通,1.2,0.4,5.5,16.3,31,22,15.9,24.1,8.1,0.5,122,"2024-03-15 07:00",,0.2,22,33,1,121.08895493,24.74091408,23
湖口,新竹縣,142,細懸浮微粒,對敏感族群不健康,1.5,0.48,3,5.4,59,36,28.3,35.8,7.4,1.3,160,"2024-03-15 07:00",,0.5,51.5,71,1,121.03886894,24.90009696,22
龍潭,桃園市,103,細懸浮微粒,對敏感族群不健康,1,0.49,6.6,11.3,42,29,32.6,41.2,8.5,1,228,"2024-03-15 07:00",,0.5,36.3,56,1,121.21645772,24.86400048,21
平鎮,桃園市,125,細懸浮微粒,對敏感族群不健康,1.7,0.67,0.7,6.0,59,43,39.5,64.8,25.3,0.7,206,"2024-03-15 07:00",,0.6,44.7,67,1,121.203986,24.952786,20
觀音,桃園市,141,細懸浮微粒,對敏感族群不健康,1.7,0.56,5,22,91,66,23.5,26,2.5,1.4,236,"2024-03-15 07:00",,0.3,51.1,74,1,121.08283092,25.03556747,19
大園,桃園市,128,細懸浮微粒,對敏感族群不健康,2.5,0.66,1,15.8,83,56,31.8,37.8,5.9,1,181,"2024-03-15 07:00",,0.4,45.8,70,2,121.20251473,25.06100357,18
桃園,桃園市,92,細懸浮微粒,普通,3,0.61,1.5,8.8,47,30,31,40.5,9.5,0.2,191,"2024-03-15 07:00",,0.6,32.2,53,1,121.30500531,24.9947107,17
大同,臺北市,77,細懸浮微粒,普通,1.1,0.9,6.1,22.5,41,25,33.5,49.2,15.7,-,-,"2024-03-15 07:00",,0.6,26,43,1,121.51342074,25.06331455,16
松山,臺北市,76,細懸浮微粒,普通,0.9,0.68,2.2,20.7,35,25,33.3,57.4,24,0.2,164,"2024-03-15 07:00",,0.4,25.7,35,1,121.578611,25.05,15
古亭,臺北市,64,細懸浮微粒,普通,0.7,0.37,26.6,37.1,31,23,15.1,15.7,0.5,0.4,199,"2024-03-15 07:00",,0.3,20.7,34,1,121.529556,25.020608,14
萬華,臺北市,68,細懸浮微粒,普通,0.6,0.51,25.2,33.6,33,22,18.9,22.2,3.2,0.4,295,"2024-03-15 07:00",,0.4,22.4,37,0,121.507972,25.046503,13
中山,臺北市,64,細懸浮微粒,普通,0.9,0.56,24.1,35.2,33,17,18.6,24.6,5.9,0.9,260,"2024-03-15 07:00",,0.4,20.8,39,1,121.526528,25.062361,12
士林,臺北市,54,細懸浮微粒,普通,0.8,0.37,22.8,41.5,32,16,16.4,20.1,3.6,1.1,336,"2024-03-15 07:00",,0.2,16.6,32,1,121.51666356,25.10334003,11
淡水,新北市,71,細懸浮微粒,普通,0.8,0.5,21.5,33.0,30,24,20.3,21.1,0.7,1.2,70,"2024-03-15 07:00",,0.4,23.7,37,0,121.449239,25.1645,10
林口,新北市,64,細懸浮微粒,普通,1.2,0.33,36.1,43.1,30,16,13.9,19,5,0.3,23,"2024-03-15 07:00",,0.3,20.8,37,1,121.36548982,25.07798949,9
菜寮,新北市,76,細懸浮微粒,普通,,,,26.9,,,,,,,,"2024-03-15 07:00",,0.5,25.8,43,1,121.481028,25.06895,8
新莊,新北市,81,細懸浮微粒,普通,0.7,0.53,2.5,15.3,55,26,22.4,27.9,5.4,0.8,242,"2024-03-15 07:00",,0.4,27.7,45,1,121.4325,25.037972,7
板橋,新北市,68,細懸浮微粒,普通,0.7,0.52,4,18.6,37,22,24.4,28.5,4,1.3,233,"2024-03-15 07:00",,0.5,22.5,38,1,121.458667,25.012972,6
土城,新北市,73,細懸浮微粒,普通,1,0.65,2,13.4,34,24,23.1,61,37.8,0.8,131,"2024-03-15 07:00",,0.4,24.6,37,1,121.451861,24.982528,5
新店,新北市,64,細懸浮微粒,普通,0.9,0.39,37.6,40.6,29,20,8.2,9.5,1.3,2.3,177,"2024-03-15 07:00",,0.3,20.8,32,1,121.537778,24.977222,4
萬里,新北市,47,,良好,1.2,0.27,29.3,32.2,21,15,4.2,5.1,0.8,3.4,218,"2024-03-15 07:00",,0.2,14.4,26,1,121.689881,25.179667,3
汐止,新北市,57,細懸浮微粒,普通,1.3,0.58,0.5,6.5,32,17,28.3,85.8,57.5,0.5,342,"2024-03-15 07:00",,0.4,17.9,30,1,121.64081,25.06624,2
基隆,基隆市,57,細懸浮微粒,普通,1.3,0.51,11.6,37.9,25,19,26.9,35.9,9,0.7,267,"2024-03-15 07:00",,0.3,18,28,1,121.760056,25.129167,1
屏東(枋山),屏東縣,74,臭氧八小時,普通,0.3,0.18,59.3,62.1,18,11,2.3,2.5,0.1,3.1,55,"2024-03-15 06:00",,0.1,13.5,27,0,120.651472,22.260899,313
新北(樹林),新北市,85,細懸浮微粒,普通,0,0.28,11.1,13.1,26,22,10.7,12.3,1.6,0,85,"2024-03-15 06:00",,0.4,29.5,40,0,121.38352778,24.94902778,311
屏東(琉球),屏東縣,88,細懸浮微粒,普通,2.6,0.36,48.9,59.2,78,39,10.5,10.9,0.4,1.5,350,"2024-03-15 06:00",,0.2,30.7,63,2,120.37722,22.35222,204
臺南(麻豆),臺南市,145,細懸浮微粒,對敏感族群不健康,1,0.44,9.1,15.0,105,63,17.1,17.8,0.7,1.2,2,"2024-03-15 06:00",,0.3,52.4,90,1,120.24583056,23.17904722,203
高雄(湖內),高雄市,135,細懸浮微粒,對敏感族群不健康,1.2,0.49,0,11.2,94,54,25.8,29.7,3.9,0.9,54,"2024-03-15 06:00",,0.4,48.6,91,1,120.24535,22.87985556,202
彰化(員林),彰化縣,116,細懸浮微粒,對敏感族群不健康,2.3,0.42,9.3,9.3,67,46,17.8,20.5,2.6,1.1,351,"2024-03-15 06:00",,0.3,41.2,70,2,120.56373,23.96117,201
大城,彰化縣,81,細懸浮微粒,普通,0.8,0.11,38,39.3,48,24,4.6,5.9,1.3,5.8,39,"2024-03-15 06:00",,0.1,27.5,48,0,120.26964167,23.85493056,85
富貴角,新北市,53,細懸浮微粒,普通,0.5,0.23,46,46.4,51,14,2.9,3,0,1.9,138,"2024-03-15 06:00",,0.2,16.5,46,1,121.53656894,25.29681695,84
麥寮,雲林縣,88,細懸浮微粒,普通,1.5,0.2,36,33.6,50,23,,,,3.4,9,"2024-03-15 06:00",,0.2,30.5,55,1,120.251825,23.753506,83
關山,臺東縣,53,細懸浮微粒,普通,1,0.22,27.6,35.5,27,16,3,3.7,0.7,0.5,299,"2024-03-15 06:00",,0.2,16.3,30,0,121.161933,23.045083,80
馬公,澎湖縣,62,細懸浮微粒,普通,0.1,0.22,48.2,47.9,34,21,4.1,4.7,0.6,3.7,33,"2024-03-15 06:00",,0.2,19.9,31,0,119.566158,23.569031,78
金門,金門縣,124,細懸浮微粒,對敏感族群不健康,2.2,0.44,18.8,27.5,63,43,13,13.4,0.4,0.4,100,"2024-03-15 06:00",,0.4,44.5,67,2,118.312256,24.432133,77
馬祖,連江縣,76,細懸浮微粒,普通,0.8,0.37,34.9,41.6,19,18,6.4,6.9,0.5,0.8,335,"2024-03-15 06:00",,0.3,25.6,32,2,119.93149378,26.15188416,75
埔里,南投縣,68,細懸浮微粒,普通,1,0.27,7,12.6,26,22,5.9,7.1,1.2,0.3,289,"2024-03-15 06:00",,0.3,22.3,29,1,120.967903,23.968842,72
復興,高雄市,137,細懸浮微粒,對敏感族群不健康,3.3,0.57,29.2,25.3,87,56,18.3,19.3,0.9,0.8,115,"2024-03-15 06:00",,0.6,49.5,84,2,120.312017,22.608711,71
永和,新北市,67,細懸浮微粒,普通,1.3,0.56,25.2,29.8,34,21,15.3,22.8,7.5,0.7,108,"2024-03-15 06:00",,0.5,21.8,36,1,121.516306,25.017,70
竹山,南投縣,105,細懸浮微粒,對敏感族群不健康,0.8,0.3,8.3,13.7,48,34,12.6,13.7,1,0.7,141,"2024-03-15 06:00",,0.3,37.2,53,1,120.677306,23.756389,69
中壢,桃園市,138,細懸浮微粒,對敏感族群不健康,3.3,0.92,6.2,6.9,60,44,27.8,53.1,25.2,0.2,236,"2024-03-15 06:00",,0.9,49.8,72,2,121.221667,24.953278,68
三重,新北市,73,細懸浮微粒,普通,0.9,1.03,5.5,14.5,35,22,37.4,80.9,43.5,-,-,"2024-03-15 06:00",,0.7,24.5,43,1,121.493806,25.072611,67
冬山,宜蘭縣,65,細懸浮微粒,普通,0.6,0.36,17.3,23.4,35,19,9.2,11.5,2.2,0.4,27,"2024-03-15 06:00",,0.3,21.1,36,0,121.792928,24.632203,66
宜蘭,宜蘭縣,56,細懸浮微粒,普通,1.3,0.29,27,28.6,27,16,4,5.1,1,0.2,166,"2024-03-15 06:00",,0.3,17.4,32,1,121.746394,24.747917,65
陽明,臺北市,58,臭氧八小時,普通,1.2,0.25,53.9,57.9,23,17,2,2.5,0.5,0.9,210,"2024-03-15 06:00",,0.2,16.8,26,1,121.529583,25.182722,64
花蓮,花蓮縣,52,細懸浮微粒,普通,0.5,0.22,21.1,23.1,19,12,2.3,3.3,1,2.1,219,"2024-03-15 06:00",,0.2,16,25,0,121.599769,23.971306,63
