年別,類型,觀光遊憩區,細分,縣市別,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月,合計
2014,其他, -,臺中公園,臺中市,128015,173639,141458,108261,103215,202841,218230,249577,315510,230995,158090,201517,2231348
2014,其他, -,龍山寺,臺北市,286603,286472,238370,203736,195935,169506,181413,163215,158004,178018,161894,182866,2406032
2014,其他, -,臺北市孔廟,臺北市,47451,46850,45375,41539,42367,40959,41752,37283,38921,37123,35897,34580,490097
2014,其他, -,淡水紅毛城,新北市,71907,88813,91605,93663,79296,80971,83361,96435,75479,107548,102926,85213,1057217
2014,其他, -,滬尾砲臺,新北市,12935,14903,12874,14846,13915,11474,12238,14132,14125,20642,18077,11466,171627
2014,其他, -,前清淡水關稅務司官邸,新北市,22754,31861,31600,26725,22589,23392,23494,25831,19761,31328,27223,24494,311052
2014,其他, -,北埔遊憩區,新竹縣,27169,24576,22785,21572,20771,20427,22136,21652,18865,19851,21025,19778,260607
2014,其他, -,彰化孔子廟,彰化縣,2984,2797,4156,3579,2724,2967,3018,3289,4481,3229,3821,5865,42910
2014,其他, -,五妃廟,臺南市,6756,6420,5864,5767,5958,6297,6022,6316,5736,6211,4756,4500,70603
2014,其他, -,基隆嶼,基隆市,205,437,437,748,2673,2294,1576,1428,2176,342,972,228,13516
2014,其他, -,鶯歌老街,新北市,60372,42372,44511,66426,53541,58548,52377,51876,50620,52800,53980,51991,639414
2014,其他, -,三峽老街,新北市,200000,278000,166000,159500,79700,143000,171000,159000,162000,179000,173000,182000,2052200
2014,其他, -,八里左岸公園,新北市,174000,325000,308000,242000,248000,253000,265000,281000,265000,250000,243500,164000,3018500
2014,其他, -,淡水金色水岸,新北市,244000,350000,361000,275000,269000,278500,293000,320000,308000,268000,251000,185000,3402500
2014,其他, -,大湖草莓文化館,苗栗縣,62400,63800,100000,80000,98400,73400,71400,52800,47800,112000,52000,92000,906000
2014,其他, -,客家大院,苗栗縣,44544,60307,79814,397623,181554,89892,77168,81540,75740,105446,77817,101619,1373064
2014,其他, -,田尾公路花園,彰化縣,300000,600000,150000,70000,60000,40000,35000,45000,42000,93000,95000,39000,1569000
2014,其他, -,溪州公園,彰化縣,95585,617072,57568,59875,30376,355227,156520,35044,51132,39875,139411,23237,1660922
2014,其他, -,臺灣玻璃館,彰化縣,51704,118453,108153,109595,121284,154519,135188,148076,135808,168564,169040,122740,1543124
2014,其他, -,蘭嶼,臺東縣,4934,5104,6653,15149,12256,11284,22550,22457,14813,6012,4617,3070,128899
2014,其他, -,臺塑六輕阿媽公園,雲林縣,502,540,1030,1183,843,1060,425,367,339,551,738,332,7910
2014,其他, -,駁二藝術特區,高雄市,448408,641940,284689,285729,317981,281077,367302,367730,155421,293756,311249,272427,4027709
2014,其他, -,愛河(五福四路至博愛一路),高雄市,31354,61528,42272,44648,40873,31354,44294,30776,28251,39108,36664,38949,470071
2014,其他, -,紅毛港文化園區,高雄市,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,其他, -,金針山休閒農業區,臺東縣,16800,11300,11000,3900,6000,7000,10000,18000,8000,5000,5100,8000,110100
2014,其他, -,澎湖生活博物館,澎湖縣,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,國家公園,陽明山國家公園,陽明山遊客中心,臺北市,10773,12587,10360,9315,8395,11833,11518,7228,11310,10575,11370,8977,124241
2015,國家公園,陽明山國家公園,陽明書屋,臺北市,2811,4196,3157,3278,3230,7392,2343,1333,2378,3426,3529,2448,39521
2015,國家公園,陽明山國家公園,陽明公園,臺北市,94000,922000,624200,76000,31000,21550,13090,5100,4390,8700,13040,19350,1832420
2015,國家公園,陽明山國家公園,大屯遊憩區,臺北市,48282,38345,35079,51847,56146,83547,83321,43999,62871,52824,69359,41803,667423
2015,國家公園,陽明山國家公園,龍鳳谷遊憩區,臺北市,24821,31373,72394,123415,24013,20029,19881,15954,19603,21715,23252,21160,417610
2015,國家公園,陽明山國家公園,小油坑遊憩區,臺北市,35459,29038,30445,31767,29093,29671,33063,22694,29333,34418,32568,20433,357982
2015,國家公園,玉山國家公園,塔塔加遊憩區,南投縣,43433,61152,54853,57846,38945,49843,53847,49312,54671,58502,60641,48285,631330
2015,國家公園,玉山國家公園,梅山遊客中心,高雄市,4536,3085,1699,1627,944,1154,1254,1085,810,880,943,930,18947
2015,國家公園,玉山國家公園,南安遊客中心,花蓮縣,17614,22011,17217,21547,16898,17834,19523,18528,19804,18796,17830,16046,223648
2015,國家公園,玉山國家公園,玉山管理處遊客服務中心,南投縣,20934,10058,8206,8834,7389,11922,13691,10018,10799,8569,12703,9219,132342
2015,國家公園,玉山國家公園,排雲山莊,南投縣,1042,0,2667,3754,3888,4181,3390,3105,3893,4602,4299,3906,38727
2015,國家公園,雪霸國家公園,汶水遊客中心,苗栗縣,48044,40057,42960,48055,52742,44247,43362,45071,48412,77505,50337,57194,597986
2015,國家公園,雪霸國家公園,觀霧遊客中心,苗栗縣,7745,13522,6186,8025,5659,5601,7720,5744,5048,7524,8122,6015,86911
2015,國家公園,雪霸國家公園,雪見遊憩區,苗栗縣,11895,13421,3722,7930,3903,14009,15405,5707,6767,11364,14613,9843,118579
2015,國家公園,雪霸國家公園,武陵遊客中心,臺中市,16464,52456,10718,10664,5446,8480,15150,10200,8149,10717,5118,11840,165402
2015,國家公園,墾丁國家公園,墾丁國家公園管理處遊客中心,屏東縣,19109,22869,22386,21865,7450,15213,21587,15242,13857,29586,22869,21107,233140
2015,國家公園,墾丁國家公園,鵝鑾鼻公園,屏東縣,97634,169801,107857,130638,133919,129398,175758,163790,113695,173584,130548,134218,1660840
2015,國家公園,墾丁國家公園,貓鼻頭公園,屏東縣,184056,230546,187012,234529,249957,201717,232142,212435,170263,259476,242034,240977,2645144
2015,國家公園,墾丁國家公園,佳樂水,屏東縣,13203,27989,16219,17085,14772,17062,25633,23949,17819,25645,21250,16110,236736
2015,國家公園,墾丁國家公園,社頂自然公園,屏東縣,42458,62101,44534,54559,56427,49240,61425,56587,42787,65268,56156,55531,647073
2015,國家公園,墾丁國家公園,南灣遊憩區,屏東縣,21337,34736,33992,58002,62273,54157,67876,73247,40503,22643,12792,30290,511848
2015,國家公園,墾丁國家公園,龍鑾潭自然中心,屏東縣,5930,6958,7157,7582,6387,6815,7082,5479,5235,8440,10918,8510,86493
2015,國家公園,墾丁國家公園,砂島貝殼砂展示館,屏東縣,9570,15070,9517,4446,13419,13406,13638,12546,10609,13454,10234,10158,136067
2015,國家公園,太魯閣國家公園,太魯閣國家公園遊客中心,花蓮縣,154073,187397,173096,223327,220039,218728,256567,306501,189636,262126,227656,191136,2610282
2015,國家公園,太魯閣國家公園,布洛灣遊憩區,花蓮縣,52048,52264,38681,57054,54973,57309,57058,43550,39785,34972,34763,36073,558530
2015,國家公園,太魯閣國家公園,臺八線沿線景觀區,花蓮縣,265621,324985,250681,267474,340904,269595,342767,291653,259534,309004,271696,243259,3437173
2015,國家公園,金門國家公園,中山林遊客中心,金門縣,6779,7541,7006,7182,9669,8952,10349,9326,7848,9434,8715,7112,99913
2015,國家公園,金門國家公園,翟山坑道,金門縣,29378,28817,29896,45673,48845,42766,51906,49819,40186,52588,53539,44152,517565
2015,國家公園,金門國家公園,雙鯉溼地自然中心,金門縣,11641,12670,12282,15892,20017,18942,21388,19991,16520,22050,17536,12717,201646
2015,國家公園,金門國家公園,古寧頭戰史館,金門縣,13008,13068,11595,14064,20004,19412,23303,19870,18526,26830,19047,13744,212471
2015,國家公園,金門國家公園,九宮(四維)坑道,金門縣,6589,5691,5435,7571,10995,9593,12742,9749,9288,13824,9915,6270,107662
2015,國家公園,金門國家公園,八二三砲戰紀念館,金門縣,9385,7853,7383,9650,13487,12381,15356,12235,10935,15894,10982,8807,134348
2015,國家公園,金門國家公園,湖井頭戰史館,金門縣,6713,5935,6318,8103,11385,11528,14418,11230,10267,16010,10561,7601,120069
2015,國家公園,金門國家公園,金水學校,金門縣,13426,12877,13165,18466,22082,20030,21001,21886,10132,20789,19439,15633,208926
2015,國家公園,金門國家公園,蔣經國先生紀念館,金門縣,11379,10676,13582,22314,22559,18229,20659,22939,18987,25296,26124,22468,235212
2015,國家公園,金門國家公園,民俗文化村,金門縣,9876,12265,9281,13419,18102,15586,18769,16424,16214,23695,21212,17243,192086
2015,國家級風景特定區,東北角暨宜蘭海岸國家風景區,鼻頭港服務區,新北市,8291,4483,3930,9930,16093,12892,12770,7998,16648,13559,31668,8052,146314
2015,國家級風景特定區,東北角暨宜蘭海岸國家風景區,龍洞灣公園,新北市,2047,2208,2369,2467,3375,7927,10148,7251,4303,2491,2285,1754,48625
2015,國家級風景特定區,東北角暨宜蘭海岸國家風景區,龍洞南口海洋公園,新北市,1021,1169,612,1908,2660,8036,11190,5869,3573,1260,901,469,38668
2015,國家級風景特定區,東北角暨宜蘭海岸國家風景區,福隆遊客服務中心,新北市,36010,26302,24513,54692,156513,248752,201378,125266,40702,53087,54923,32658,1054796
2015,國家級風景特定區,東北角暨宜蘭海岸國家風景區,大里遊客服務中心,宜蘭縣,29738,53480,20257,28086,26161,30894,18789,20268,27243,32782,87536,25257,400491
2015,國家級風景特定區,東北角暨宜蘭海岸國家風景區,龍門露營區,新北市,1623,2273,2312,6762,7790,5783,6661,4843,7778,11863,4994,3625,66307
2015,國家級風景特定區,東北角暨宜蘭海岸國家風景區,鹽寮海濱公園,新北市,0,160,180,471,293,617,134,0,0,0,0,0,1855
2015,國家級風景特定區,東北角暨宜蘭海岸國家風景區,鼻頭角步道,新北市,5344,5871,5252,5634,6120,6710,6922,5227,5835,6567,6180,4875,70537
2015,國家級風景特定區,東北角暨宜蘭海岸國家風景區,舊草嶺隧道,新北市,23289,19339,11059,18400,18103,17575,13275,12455,20677,17514,18925,11598,202209
2015,國家級風景特定區,東北角暨宜蘭海岸國家風景區,草嶺古道系統(含遠望坑親水公園),新北市,28265,36710,32169,35631,36956,39556,33396,31496,33144,45375,180048,30065,562811
2015,國家級風景特定區,東北角暨宜蘭海岸國家風景區,北關海潮公園,宜蘭縣,17549,19843,16613,18683,16501,17668,26603,21254,17245,17234,16999,18929,225121
2015,國家級風景特定區,東北角暨宜蘭海岸國家風景區,龜山島海域遊憩區,宜蘭縣,0,0,6161,15251,21291,26683,12791,11605,13151,8902,5920,0,121755
2015,國家級風景特定區,東北角暨宜蘭海岸國家風景區,外澳濱海遊憩區,宜蘭縣,12701,38113,8519,15491,20305,26103,61126,33456,25386,27487,12999,12345,294031
2015,國家級風景特定區,東北角暨宜蘭海岸國家風景區,南方澳遊客中心,宜蘭縣,19847,32623,21670,31669,24429,24770,24067,19437,18064,25935,21395,21220,285126
2015,國家級風景特定區,東北角暨宜蘭海岸國家風景區,福隆蔚藍海岸,新北市,2515,3733,2767,10625,109008,129835,63306,16292,9285,5075,3610,937,356988
2015,國家級風景特定區,北海岸及觀音山國家風景區,野柳地質公園,新北市,267356,281217,234694,277223,291795,228530,242566,227378,214980,308158,304215,271019,3149131
2015,國家級風景特定區,北海岸及觀音山國家風景區,白沙灣,新北市,26636,30705,30533,66780,65740,120290,171033,145815,189501,72868,42007,23315,985223
2015,國家級風景特定區,北海岸及觀音山國家風景區,翡翠灣濱海遊憩區,新北市,6369,7259,5919,7432,8071,9386,15536,11644,28152,15603,8261,6333,129965
2015,國家級風景特定區,北海岸及觀音山國家風景區,觀音山,新北市,88424,70336,75103,78090,75547,80546,85765,71671,73976,80262,127893,58662,966275
2015,國家級風景特定區,北海岸及觀音山國家風景區,情人湖及湖海灣,基隆市,14530,25933,5324,5070,19330,13710,25095,8970,3165,13170,12626,15573,162496
2015,國家級風景特定區,北海岸及觀音山國家風景區,野柳海洋世界,新北市,8783,19111,11595,18469,18197,17438,21982,17391,13881,21644,20800,10730,200021
2015,國家級風景特定區,北海岸及觀音山國家風景區,金山遊憩區,新北市,22822,20879,19679,24326,27244,21755,25575,18383,14362,23569,33508,23209,275311
2015,國家級風景特定區,北海岸及觀音山國家風景區,三芝遊憩區,新北市,13859,30366,23902,17548,15922,13557,11785,11931,13837,16984,16675,8547,194913
2015,國家級風景特定區,北海岸及觀音山國家風景區,和平島公園,基隆市,23838,26865,24146,35414,36208,40717,44545,37357,32648,37937,33725,21172,394572
2015,國家級風景特定區,東部海岸國家風景區,小野柳(加路蘭),臺東縣,24668,40013,23999,27566,25696,24040,40358,34777,28253,35859,29986,16129,351344
2015,國家級風景特定區,東部海岸國家風景區,三仙臺,臺東縣,63971,91594,60007,67747,70592,50075,66901,63024,47802,73030,63337,42234,760314
2015,國家級風景特定區,東部海岸國家風景區,八仙洞,臺東縣,7976,22466,7742,10574,7001,7390,12586,8328,5932,8727,6511,6143,111376
2015,國家級風景特定區,東部海岸國家風景區,秀姑巒溪遊客中心,花蓮縣,13481,15399,14948,15987,24945,23771,43269,41403,39829,30260,19679,17419,300390
2015,國家級風景特定區,東部海岸國家風景區,綠島,臺東縣,8514,13639,16637,35206,45022,52947,61511,47031,35433,27594,11661,7850,363045
2015,國家級風景特定區,東部海岸國家風景區,都歷處本部,臺東縣,11057,13033,8450,10574,9655,8481,14218,12607,7279,9886,9469,7856,122565
2015,國家級風景特定區,東部海岸國家風景區,石梯坪,花蓮縣,63479,71027,64523,72808,71275,56055,56130,28200,38233,50377,43876,16581,632564
2015,國家級風景特定區,東部海岸國家風景區,花蓮管理站遊客中心,花蓮縣,4094,6096,3792,6207,7050,4699,7025,5756,2853,5396,4180,3756,60904
2015,國家級風景特定區,花東縱谷國家風景區,鯉魚潭風景特定區,花蓮縣,108033,172486,87800,101076,98585,115087,107117,125288,132243,136310,129446,128330,1441801
2015,國家級風景特定區,花東縱谷國家風景區,鹿野高臺,臺東縣,30957,60291,23433,38225,25474,85399,107117,165936,27661,34857,33892,34292,667534
2015,國家級風景特定區,花東縱谷國家風景區,新光兆豐休閒農場,花蓮縣,18967,35466,13281,20093,16306,16348,24886,19592,13665,20097,16042,14208,228951
2015,國家級風景特定區,花東縱谷國家風景區,關山親水公園,臺東縣,10911,20280,5120,7545,6681,5646,11464,7291,5537,6419,5723,3924,96541
2015,國家級風景特定區,參山國家風景區,獅頭山風景區,新竹縣,472454,627163,400572,494785,705757,456367,439533,485377,390548,482713,480592,452177,5888038
2015,國家級風景特定區,參山國家風景區,梨山遊憩區,臺中市,29332,45260,27744,27935,18455,28317,41449,22693,19543,50643,102696,55026,469093
2015,國家級風景特定區,參山國家風景區,八卦山風景區,彰化縣,323310,552209,505199,605565,364390,329682,373028,356234,297669,365301,341936,312894,4727417
2015,國家級風景特定區,參山國家風景區,谷關遊憩區,臺中市,199334,204982,65864,126534,107785,105649,125933,97848,105467,162112,214762,210411,1726681
2015,國家級風景特定區,雲嘉南濱海國家風景區,七股鹽山,臺南市,85584,145414,67728,64034,43787,41301,56971,49569,18483,27079,34106,45538,679594
2015,國家級風景特定區,雲嘉南濱海國家風景區,北門遊客中心,臺南市,284716,259169,115051,89160,83808,63968,75732,67301,40310,68412,61670,67220,1276517
2015,國家級風景特定區,雲嘉南濱海國家風景區,井仔腳瓦盤鹽田,臺南市,22921,27081,20492,21738,20207,14133,13878,10726,4755,7652,9878,11047,184508
2015,國家級風景特定區,雲嘉南濱海國家風景區,馬沙溝濱海遊憩區,臺南市,438,1710,1274,3490,4326,29319,27314,8479,2305,2700,1291,488,83134
2015,國家級風景特定區,阿里山國家風景區,圓潭自然生態園區,嘉義縣,10639,16516,11040,17114,11854,11768,12254,9441,8207,11923,9515,8756,139027
2015,國家級風景特定區,阿里山國家風景區,達娜伊谷,嘉義縣,10684,9892,10442,14861,13985,13892,14077,11577,11456,16586,16682,15272,159406
2015,國家級風景特定區,日月潭國家風景區,日月潭環潭區,南投縣,338277,762194,395314,427814,306140,252557,353017,386003,257653,385095,359131,301978,4525173
2015,國家級風景特定區,日月潭國家風景區,水里蛇窯,南投縣,7326,8766,4117,6226,2366,4621,6800,6873,4527,6591,5053,4612,67878
2015,國家級風景特定區,日月潭國家風景區,車埕,南投縣,129889,129264,88083,106701,78458,79244,100307,103396,95924,127310,119277,106380,1264233
2015,國家級風景特定區,西拉雅國家風景區,曾文水庫,臺南市,15493,12691,18400,11159,10283,9086,13834,9665,7506,9197,9771,15889,142974
2015,國家級風景特定區,西拉雅國家風景區,烏山頭水庫風景區,臺南市,15077,45513,27632,19106,14395,19010,22208,15985,9109,12210,20821,15258,236324
2015,國家級風景特定區,西拉雅國家風景區,關子嶺溫泉區,臺南市,155876,121321,73201,49631,43070,45622,45405,42337,44253,61172,66917,122824,871629
2015,國家級風景特定區,西拉雅國家風景區,虎頭埤風景區,臺南市,42522,38447,28475,28740,29776,24394,20097,16217,16252,21035,24103,22080,312138
2015,國家級風景特定區,茂林國家風景區,茂林遊憩區,高雄市,17359,29648,8794,11889,10745,12436,14806,18339,16486,16896,22432,23030,202860
2015,國家級風景特定區,茂林國家風景區,寶來、不老溫泉區,高雄市,36313,21541,16264,17004,15757,11887,11030,7495,11074,17491,18813,23187,207856
2015,國家級風景特定區,茂林國家風景區,臺灣原住民文化園區,屏東縣,30876,54495,29484,24518,18626,13941,14951,21656,13722,32184,31764,67813,354030
2015,國家級風景特定區,茂林國家風景區,賽嘉遊憩區,屏東縣,2752,4610,2017,2423,1511,1842,1453,2644,713,1643,1130,1060,23798
2015,國家級風景特定區,茂林國家風景區,霧臺遊憩區,屏東縣,19602,27568,15162,14455,11195,13711,9105,7356,9920,16865,22694,21319,188952
2015,國家級風景特定區,茂林國家風景區,涼山遊憩區,屏東縣,8706,12296,6239,7510,9610,14696,10804,10825,15934,21608,19527,21480,159235
2015,國家級風景特定區,大鵬灣國家風景區,小琉球遊憩區,屏東縣,13269,27097,18171,36308,38635,49391,55099,45125,38021,41896,29497,17037,409546
2015,國家級風景特定區,大鵬灣國家風景區,大鵬灣遊憩區,屏東縣,44936,102664,48842,72107,43332,37849,68296,49612,39857,59656,45869,32770,645790
2015,國家級風景特定區,澎湖國家風景區,澎湖遊客中心,澎湖縣,2254,2263,3902,11068,21337,17597,16176,14358,11819,8297,3736,3119,115926
2015,國家級風景特定區,澎湖國家風景區,南海遊客中心,澎湖縣,6232,7349,10263,35442,76502,102087,74420,66566,48516,20017,8425,6926,462745
2015,國家級風景特定區,澎湖國家風景區,北海遊客中心,澎湖縣,1999,2454,2950,18770,44169,50893,52577,36451,29156,13253,2253,2241,257166
2015,國家級風景特定區,澎湖國家風景區,西嶼西臺,澎湖縣,675,358,1314,6292,10163,9225,10731,7541,5980,2836,1700,831,57646
2015,國家級風景特定區,澎湖國家風景區,小門地質展示中心,澎湖縣,3652,5286,6909,22658,32915,33166,34653,27520,20091,12379,4633,2585,206447
2015,國家級風景特定區,澎湖國家風景區,綠蠵龜觀光保育中心,澎湖縣,71,171,997,3333,8352,10824,9357,7488,5475,2256,196,61,48581
2015,國家級風景特定區,馬祖國家風景區,東引遊客中心,連江縣,122,165,278,1333,1880,3217,2725,1552,1687,1063,538,88,14648
2015,國家級風景特定區,馬祖國家風景區,莒光遊客中心,連江縣,418,350,768,2081,2293,3829,2613,3334,2943,2080,986,364,22059
2015,國家級風景特定區,馬祖國家風景區,北竿遊客中心,連江縣,167,118,195,4877,6711,9012,8987,6996,6678,6214,4250,3428,57633
2015,國家級風景特定區,馬祖國家風景區,南竿遊客中心,連江縣,2093,1880,3460,7050,6224,7746,6961,6401,6373,5927,4125,3739,61979
2015,直轄市及縣(市)級風景特定區, -,烏來風景特定區,新北市,134473,250765,107063,97000,92453,101210,105650,25553,31500,65000,91020,85000,1186687
2015,直轄市及縣(市)級風景特定區, -,碧潭風景特定區,新北市,120000,154000,93300,140000,118850,167000,138000,91640,93000,135000,122055,129000,1501845
2015,直轄市及縣(市)級風景特定區, -,武荖坑風景區,宜蘭縣,3016,5341,26815,245544,1952,9741,13669,6104,5384,7454,3281,2558,330859
2015,直轄市及縣(市)級風景特定區, -,石門水庫風景區,桃園市,171445,129673,167851,131563,112595,111435,103400,88284,111947,117957,119467,165583,1531200
2015,直轄市及縣(市)級風景特定區, -,角板山遊憩區,桃園市,98269,43325,24664,28377,25021,25542,32685,22327,21004,24540,28298,26443,400495
2015,直轄市及縣(市)級風景特定區, -,冬山河親水公園,宜蘭縣,25472,42147,25273,32942,28242,31424,218177,158480,22927,29321,29082,18934,662421
2015,直轄市及縣(市)級風景特定區, -,五峰旗風景區,宜蘭縣,55456,68058,50842,70823,64715,81040,107405,70950,67793,75415,65945,54785,833227
2015,直轄市及縣(市)級風景特定區, -,龍潭湖,宜蘭縣,37284,41561,16464,20942,28171,23090,16835,15193,41330,65953,80113,63716,450652
2015,直轄市及縣(市)級風景特定區, -,七星潭風景區,花蓮縣,159010,146936,95310,92319,96526,106578,147081,125144,116144,115140,107375,96906,1404469
2015,直轄市及縣(市)級風景特定區, -,小烏來風景特定區,桃園市,81066,68322,57522,70092,57285,62409,69753,37581,45333,56112,49137,39003,693615
2015,直轄市及縣(市)級風景特定區, -,鐵砧山,臺中市,83138,108024,86447,76711,82806,67840,61161,53976,59387,65596,52122,47928,845136
2015,直轄市及縣(市)級風景特定區, -,霧社,南投縣,54862,75802,49220,53862,42609,58165,81230,67532,54626,74399,77049,78849,768205
2015,直轄市及縣(市)級風景特定區, -,東埔溫泉,南投縣,17353,16713,18620,28305,22964,14343,21427,20325,20528,29726,23482,12138,245924
2015,直轄市及縣(市)級風景特定區, -,蘭潭,嘉義市,102548,138162,123400,116800,108630,104800,102800,127361,101120,103340,104110,106120,1339191
2015,直轄市及縣(市)級風景特定區, -,瑞芳風景特定區,新北市,328170,379140,326600,310455,299100,333615,348000,413555,337500,420180,452740,306600,4255655
2015,直轄市及縣(市)級風景特定區, -,內灣風景區,新竹縣,233810,428279,266695,293008,320990,261174,307276,373409,285497,215871,250315,194101,3430425
2015,森林遊樂區, -,池南國家森林遊樂區,花蓮縣,2473,4116,2877,4347,3969,3325,4862,3214,1948,3975,3909,2542,41557
2015,森林遊樂區, -,富源國家森林遊樂區,花蓮縣,6222,9400,3403,5658,5721,4908,6005,5663,4669,7358,6004,5516,70527
2015,森林遊樂區, -,阿里山國家森林遊樂區,嘉義縣,227846,255544,301224,262628,215738,195536,219012,183322,166287,231109,237990,217153,2713389
2015,森林遊樂區, -,墾丁國家森林遊樂區,屏東縣,15053,24999,14007,16029,13272,11275,14872,12913,10569,17749,16105,14071,180914
2015,森林遊樂區, -,滿月圓國家森林遊樂區,新北市,14767,13313,10838,16482,16630,20229,20505,5833,0,0,0,5011,123608
2015,森林遊樂區, -,內洞國家森林遊樂區,新北市,19898,21735,15895,23159,18909,23274,25997,7421,0,0,0,0,156288
2015,森林遊樂區, -,太平山國家森林遊樂區,宜蘭縣,30901,41427,16798,23897,19434,27953,38122,18412,22673,25196,32140,24884,321837
2015,森林遊樂區, -,棲蘭森林遊樂區,宜蘭縣,10649,18961,6323,7346,9327,10985,13536,6495,6918,10106,9642,8340,118628
2015,森林遊樂區, -,明池森林遊樂區,宜蘭縣,16145,24187,11537,10107,9464,13095,16719,7783,10722,13947,19272,15575,168553
2015,森林遊樂區, -,東眼山國家森林遊樂區,桃園市,15075,15120,9374,15305,14136,21451,21652,9690,14593,17683,21598,11173,186850
2015,森林遊樂區, -,八仙山國家森林遊樂區,臺中市,12884,16652,9299,12909,9257,11701,13829,8530,8588,15683,16557,12717,148606
2015,森林遊樂區, -,大雪山國家森林遊樂區,臺中市,13746,13289,9061,13299,11100,22464,27160,14517,14148,18962,20892,20177,198815
2015,森林遊樂區, -,奧萬大國家森林遊樂區,南投縣,29708,26690,6194,6017,3785,4754,8022,5567,7364,19971,71431,110187,299690
2015,森林遊樂區, -,惠蓀林場,南投縣,15145,20255,9840,15236,14942,16833,20907,14678,16516,23941,21370,14721,204384
2015,森林遊樂區, -,溪頭自然教育園區,南投縣,102385,97006,95283,138385,123127,167150,201895,142205,162128,161213,163039,134553,1688369
2015,森林遊樂區, -,合歡山國家森林遊樂區,南投縣,2475,2910,2345,2764,3114,3442,3194,1552,1821,2316,3225,3206,32364
2015,森林遊樂區, -,雙流國家森林遊樂區,屏東縣,5531,7901,5619,6739,4366,6160,5255,4320,4524,8586,8652,7017,74670
2015,森林遊樂區, -,知本國家森林遊樂區,臺東縣,10691,15363,7366,9521,7972,7122,8790,7202,5799,9346,9656,9078,107906
2015,森林遊樂區, -,萬瑞森林樂園,新竹縣,3026,2337,4898,4893,1896,4734,3927,5560,7750,11997,4751,2256,58025
2015,休閒農業區及休閒農場, -,初鹿牧場,臺東縣,31300,63738,20292,25653,19209,24466,48625,39180,22505,25693,21923,22070,364654
2015,休閒農業區及休閒農場, -,南元休閒農場,臺南市,7980,19551,9473,13687,8189,5298,7841,7594,1706,2935,7165,6977,98396
2015,休閒農業區及休閒農場, -,綠世界生態農場,新竹縣,26800,53000,31000,41000,41500,27500,23720,27300,26800,44000,50000,29800,422420
2015,休閒農業區及休閒農場, -,南園人文客棧,新竹縣,8011,9677,8011,8564,8131,8283,6235,6530,7183,7598,6580,7998,92801
2015,休閒農業區及休閒農場, -,飛牛牧場,苗栗縣,29128,38018,20062,33350,22273,20317,17149,15440,23781,35306,35957,21461,312242
2015,休閒農業區及休閒農場, -,走馬瀨農場,臺南市,37349,80134,27735,29579,22567,27820,24946,16689,10591,11508,21158,19393,329469
2015,觀光地區, -,麗寶樂園,臺中市,39787,82047,33314,58358,59005,83729,150575,124774,69121,74275,29786,25067,829838
2015,觀光地區, -,東勢林場遊樂區,臺中市,25630,37908,15601,61548,35244,14119,12881,10549,10384,15623,17161,14818,271466
2015,觀光地區, -,延平郡王祠,臺南市,19264,17841,22234,18355,19038,17644,22385,17139,12948,14572,17444,15818,214682
2015,觀光地區, -,赤嵌樓,臺南市,84674,113391,79275,78754,71364,60987,80834,78608,33361,42818,53460,65717,843243
2015,觀光地區, -,臺南孔子廟,臺南市,30516,42815,20882,26019,16795,17104,24255,22185,7280,8911,13566,19116,249444
2015,觀光地區, -,祀典武廟,臺南市,61812,89579,55493,56703,49241,42691,59817,55026,23353,29973,37422,46002,607112
2015,觀光地區, -,大天后宮,臺南市,70279,99784,63420,63003,56378,48790,68709,62886,26689,34254,42768,52574,689534
2015,觀光地區, -,安平小鎮,臺南市,180636,253580,189562,159911,128232,108696,158172,149464,46705,59467,89345,138395,1662165
2015,博物館, -,國立海洋生物博物館,屏東縣,65101,122150,64470,92070,104781,117175,195602,184780,109691,117264,88723,72686,1334493
2015,博物館, -,國立故宮博物院,臺北市,482236,533567,441972,406013,459271,365835,429725,465433,333224,486151,455457,428983,5287867
2015,博物館, -,市立美術館,臺北市,50671,39885,49621,69926,56560,54666,62497,51992,38738,52623,49804,51150,628133
2015,博物館, -,國立歷史博物館,臺北市,17594,18065,20120,12286,16503,16026,24435,20809,12615,12992,14357,10972,196774
2015,博物館, -,國立臺灣科學教育館,臺北市,199654,336397,174773,136922,151755,165652,338050,348609,124376,121870,112112,227705,2437875
2015,博物館, -,市立天文科學教育館,臺北市,51461,52927,44921,41849,40201,30017,45596,53513,37716,44757,39778,41784,524520
2015,博物館, -,國父紀念館,臺北市,0,517386,557120,605692,583729,470323,689455,510527,456150,534611,493676,618519,6037188
2015,博物館, -,國立中正紀念堂,臺北市,485208,636861,707343,665662,602923,548336,613380,646732,499644,596648,536294,553473,7092504
2015,博物館, -,臺北探索館,臺北市,27521,13201,16138,24758,33338,29095,48366,25416,10785,33594,39119,38794,340125
2015,博物館, -,坪林茶業博物館,新北市,0,0,0,0,0,0,0,6635,29102,31016,28339,21136,116228
2015,博物館, -,新北市立鶯歌陶瓷博物館,新北市,85177,76951,68343,106135,90282,127698,138154,125541,76160,97091,91613,70118,1153263
2015,博物館, -,新北市立十三行博物館,新北市,62471,88113,52235,164202,89334,46503,67218,73227,66873,115491,104506,51128,981301
