"Name_Ins","No","Address","tax_ID_number","twd97X","twd97Y","wgs84aX","wgs84aY"
"寬大食品有限公司新店一廠","99693681","新北市新店區民生路二九號","89899288","303783.61","2764358.37","121.532763235445","24.9862333437772"
"台灣第一家有限公司土城廠","99693760","新北市土城區成功街二之一號","09484738","292982.12","2762231.72","121.425703634758","24.9673782052113"
"長庚生物科技股份有限公司明志廠","99693822","新北市泰山區南泰路一號","16753096","292520.07","2770218.86","121.421373436748","25.0395001849478"
"湘鄉食品有限公司","99693890","新北市汐止區福德一路四三０巷五號","12745672","313164.32","2772566.24","121.626057274158","25.059970862055"
"柏萊特國際股份有限公司","99693898","新北市新店區中正路四九三號五樓","70482212","303871.18","2763981.34","121.533616029209","24.9828263787429"
"東爵企業有限公司樹林廠","99693993","新北市樹林區東順街107號","23044064","291226.73","2763135.31","121.408345230239","24.9755846772881"
"兆陽食品行","99694160","新北市板橋區信義路一六三巷九、一一號二樓","20025373","296409.49","2765022.84","121.459741931219","24.9924758311108"
"宣洋實業股份有限公司五股廠","99694224","新北市五股區五權路四二之一號三樓","84747208","295548.48","2773380.78","121.451488792707","25.0679579721693"
"大安工研食品工廠股份有限公司淡水廠","99694305","新北市淡水區埤島里行忠路168號","03028426","295879.3","2787990.53","121.455256568814","25.1998438261298"
"安立司食品有限公司","99694355","新北市樹林區樹中街六三號一樓","27778550","292531.51","2764210.14","121.421301657692","24.9852523499929"
"品喀國際股份有限公司","99694374","新北市中和區中正路七三六號五樓之二、之三、之四","80149047","299012.97","2765631.48","121.485553381735","24.9978887207126"
"韓寶國際企業有限公司","99694409","新北市泰山區新北大道6段401號2樓","27653741","292560.29","2769396.23","121.421746579571","25.0320722260115"
"中興豆沙行","99694421","新北市三重區中正北路一九三巷三五弄四七號","99296309","298217.52","2773750.42","121.477957247352","25.07121219452"
"東穎食品實業有限公司","99694463","新北市中和區立德街九八巷八二號","27810539","299323.57","2766772.09","121.488671041084","25.008176170337"
"郭泉發食品工廠第一廠","99694543","新北市板橋區雙十路二段一三０巷二弄八０號及八０號一樓之一","33259107","298003.54","2769086.61","121.475673743071","25.0291141520149"
"鑫格食品有限公司","99694618","新北市中和區中山路二段三一五巷六號（一樓）","54311348","299880.94","2766029.52","121.494166155488","25.0014539260533"
"大佳麥有限公司","99694614","新北市中和區中正路一二０六巷八號一樓","80051705","298480.78","2767085.98","121.480332378169","25.0110371435602"
"程美珍金食品有限公司","99694620","新北市中和區中板路47巷23號及2樓","27857631","298666.87","2767074.05","121.482175643788","25.0109235086792"
"豐華食品股份有限公司","99694619","新北市五股區五工二路一０六巷五號二樓","27856865","296194.97","2773483.12","121.45790021858","25.0688622727137"
"誠展食品有限公司","99694776","新北市中和區建六路五三號一、二樓","27854851","299055.69","2766115.71","121.48599381188","25.002258980968"
"三得冠股份有限公司深坑廠","99694797","新北市深坑區北深路三段二六六號二樓","13048225","310434.78","2766441.5","121.598736088894","25.0047892163593"
"富一食品企業股份有限公司","99694844","新北市五股區五權三路二四號一樓","22379175","295775.75","2773029.74","121.453729865821","25.0647818740417"
"弘燁實業股份有限公司","99694928","新北市三重區光復路2段90號","12821474","297615.42","2772244.91","121.471937082769","25.0576395977496"
"登峰食品有限公司","99694927","新北市淡水區中正東路一段三巷三七號、四三號、四五號八樓","70651342","295584.46","2784226.27","121.452205564199","25.1658694926605"
"鼎耀食品股份有限公司新店廠","99694965","新北市新店區寶橋路二三五巷一四號一樓","22161107","305677.34","2763741.28","121.551496452283","24.9805939641696"
"貴族世家企業股份有限公司土城廠","99695011","新北市土城區沛陂里一六鄰中興路一七號（一、二、三樓）","89496779","292920.12","2762144.5","121.425086957942","24.9665924936264"
"祥立食品有限公司樹林廠","99695045","新北市樹林區三龍街九七號一樓","84801413","292066.91","2767882.51","121.416811493265","25.0184200199351"
"萬通食品廠股份有限公司汐止廠","99695061","新北市汐止區福德一路三四二巷二弄一號五樓之一、七號五樓","84116096","313502.99","2772931.54","121.629430772921","25.0632544710102"
"萊爾富國際股份有限公司五股廠","99695077","新北市五股區五工六路15號1樓","23285582","295389.11","2772733.8","121.449887740002","25.0621217944257"
"名記豆腐有限公司新莊廠","99695115","新北市新莊區復興路三段五０號一、二樓","27578700","296594.08","2770779.22","121.461764759134","25.0444391703463"
"台新食品有限公司","99695302","新北市土城區亞洲路五八巷三弄一二號","70603200","293877.97","2762919.73","121.434597942879","24.973564009237"
"一之軒食品有限公司新店廠","99695426","新北市新店區復興路一一一號六樓","22751743","303925.15","2764530","121.534171921103","24.9877777981783"
"中生生技製藥股份有限公司淡水二廠","99695463","新北市淡水區埤島里行忠路70號","04883172","295394.37","2787877.93","121.450441054226","25.1988420155815"
"禾家宜有限公司","99695509","新北市土城區永豐路一九五巷七弄一號一、二樓","29131847","297636.52","2763522.72","121.471845048044","24.9788945414962"
"范記天下素食有限公司","99695521","新北市中和區立德街五二巷一七號一樓","27868763","299284.94","2766777.38","121.488288523858","25.0082252019081"
"日意實業有限公司","99695544","新北市樹林區新興街三七巷九號二、三樓","23244957","290588.92","2762799.39","121.402018079106","24.9725690996035"
"禾品企業有限公司","99695595","新北市樹林區備內街四五號","28070842","291627.11","2764430.19","121.412349858393","24.9872640989862"
"紅杉有限公司","99695606","新北市新店區寶高路7巷4號1樓","80616921","305719.25","2763464.42","121.551900415575","24.9780928665991"
"嘉軒食品廠有限公司","99695702","新北市土城區日新街三三巷七號一、三樓","28147194","294744.01","2764452.75","121.443225223672","24.9873789979629"
"素仚食品有限公司","99695723","新北市樹林區東豐街四九巷八弄二九號一樓","28091059","291784.34","2763089.54","121.413866798052","24.975156165928"
"強富食品股份有限公司","99695767","新北市三重區光復路二段四二巷三九號五樓","28145267","297353.78","2771908.71","121.469332297962","25.0546126231082"
"祈光訊息能科技有限公司","99695802","新北市土城區中央路3段76巷22號1樓","27369176","294012.13","2762326.91","121.435907939478","24.9682080439555"
"珍典食品有限公司","99695805","新北市中和區中山路二段三八０巷三三號一樓","28323001","299533.92","2766406.39","121.490741924582","25.0048676900973"
"一德立食品有限公司","99695855","新北市中和區中山路二段六０六號一樓","28350962","298628.15","2766464.38","121.48177049209","25.0054205762914"
"第一分道山葵店有限公司","99695876","新北市中和區中板路18巷2弄16號","22596406","298898.38","2767195.76","121.484473627631","25.0120148475911"
"來來食品廠","99695939","新北市汐止區大安街五六巷三三弄七號一樓","09654613","318432.48","2774157.47","121.678349334392","25.0741065938124"
"沅德企業社","99695971","新北市深坑區萬福里北深路三段二七０巷一一號二樓","09729641","310437.78","2766524.46","121.598769381554","25.0055380320132"
"吉又祥食品有限公司","99696029","新北市中和區錦和路二五號二、三樓","28377821","299097.23","2766174.05","121.486407409065","25.0027843379102"
"風城製麵有限公司一廠","99696184","新北市新店區民權路一０八號地下一樓、一０八之一號地下一樓、一０八之三號地下一樓","89987162","304078.87","2763998.98","121.535673851222","24.9829782495031"
"尚冠冷凍食品有限公司瑞芳廠","99696209","新北市瑞芳區大埔路有勝二村二一號一樓","86658270","327220.16","2777306.83","121.765629968845","25.1021137564082"
"媽媽家食品企業有限公司新莊廠","99696210","新北市新莊區五權二路二０號七樓之三","89457728","296130.38","2773227.64","121.457251452853","25.0665577487926"
"大政素食國際有限公司","99696275","新北市樹林區東興街六巷一六、一八號一、二樓","28025777","291269.53","2763499.78","121.408780030705","24.9788739709359"
"味仙餐飲有限公司","99696450","新北市泰山區德安街一九號","12897044","292266.8","2769330.92","121.418836396678","25.0314908580569"
"財欣食品有限公司","99696537","新北市汐止區大同路一段三０二巷二０號一樓及夾層","28335597","314200.8","2772260.92","121.636315722189","25.0571707592913"
"驊珍食品有限公司","99696584","新北市三重區重新路一段九九號","36160796","300521.79","2772892.76","121.500766237864","25.0633940709739"
"嘉展食品廠有限公司","99696665","新北市新店區寶橋路二三五巷六弄一號一樓","28649892","305748.25","2763730.96","121.552198374129","24.980498202253"
"安堡食品有限公司","99696714","新北市土城區中央路二段三九四巷八號一樓","27491373","294253.79","2762708.92","121.438313563821","24.9716498409363"
"新台統食品有限公司","99696727","新北市三芝區大片頭八三之一八號一樓","28106243","296350.67","2793134.05","121.460108488965","25.2462641318809"
"三商烘焙食品股份有限公司深坑廠","99696725","新北市深坑區北深路三段二七０巷一六號之三","28454657","310475.53","2766572.2","121.59914549152","25.0059675012797"
"元健觀音亭素食批發行","99696807","新北市樹林區中正路二三四巷一六號一樓","99295126","292258.85","2766673.24","121.418676215923","25.0074971750384"
"泓霖食品工業有限公司","99696827","新北市土城區承天路71巷4弄21號","27670452","294587.57","2761772.44","121.441589227825","24.9631853733627"
"旭揚食品工業股份有限公司","99696852","新北市中和區建一路九三巷一號五樓","28664350","299301.79","2766116.88","121.488431850584","25.0022615729536"
"美堤食品有限公司","99696871","新北市汐止區康寧街一六三號一、二、三樓","97313611","312797.96","2773340.52","121.62246158681","25.0669761002892"
"福商勝蛋品有限公司","99696888","新北市新莊區後港一路二０二號一樓","16255719","293723.4","2768980.88","121.433258856753","25.0282892609896"
"巧味多企業有限公司","99696904","新北市中和區立德街一０七號六樓","89787523","299034.65","2766822.36","121.485810394057","25.0086393949683"
"集好佳興業有限公司（新店廠）","99696900","新北市新店區寶橋路二三五巷一三號一樓","16688791","305633.42","2763766.15","121.551062423418","24.980820107743"
"青商有限公司樹林廠","99696938","新北市樹林區忠信街三號一樓","27981744","291281.26","2767516.51","121.409016225366","25.0151372942186"
"雪之戀食品有限公司","99696937","新北市土城區國際路五五號三樓","54836055","297121.12","2763420.86","121.46673662329","24.9779910599743"
"竑品食品股份有限公司","99696962","新北市三重區光復路一段八三巷九號一０樓","28199468","297746.91","2771413.86","121.473211413866","25.0501327068319"
"康禾興業股份有限公司","99697021","新北市中和區中山路三段一一０號四樓之四","80078943","298119.72","2766577.41","121.476737462567","25.0064572812206"
"寶艦企業有限公司","99697029","新北市汐止區康寧街一六九巷二七之一號五樓之一、五樓之二","23237317","312816.04","2773539.82","121.622649888738","25.0687745755058"
"蜂蜜蜜蜂咖啡豆有限公司鶯歌廠","99697063","新北市鶯歌區二甲路二０之三號一樓","30873797","284424.52","2758874.54","121.340865296154","24.9372868224548"
"科捷生物科技股份有限公司汐止廠","99697072","新北市汐止區康寧街153號6樓","28002660","312788.98","2773430.62","121.622376747905","25.0677898631472"
"香華天股份有限公司興仁廠","99697101","新北市淡水區頂田寮路145號3樓","80189440","296554.86","2789826.67","121.462022521447","25.2163993841776"
"台灣景兆豐股份有限公司汐止廠","99697102","新北市汐止區大安街五六巷二四號一、二、三樓","16759248","318443.51","2774091.94","121.678455467723","25.0735145446075"
"元本食品行","99697109","新北市樹林區光明街一０號一樓","95892516","291494.08","2764640.91","121.41103845325","24.9891701620776"
"中原食品工業開發股份有限公司三峽二廠","99697200","新北市三峽區正義街一八號一樓","22640634","287294.8","2756848.38","121.369231377924","24.9189263176148"
"海津企業股份有限公司","99697230","新北市汐止區大同路一段三三七巷一六弄三九號","20906849","314258.07","2772722.39","121.636904832525","25.0613344034244"
"苦行生化科技有限公司員山廠","99697236","新北市中和區員山路五０六號三樓","80072151","298388.53","2766818.71","121.479409094701","25.0086271910019"
"韓松貿易有限公司","99697310","新北市五股區五權八路三九號一樓","80189510","295286.65","2773528.72","121.448898347835","25.0693013956772"
"睿森生物科技有限公司","99718018","新北市三重區重新路五段639之1、639之2、639之3號5樓","80553427","297101.88","2770666.73","121.466793306485","25.0434078483642"
"明宜食品有限公司","99718022","新北市樹林區俊英街一一六巷九號","12725824","293180.2","2766497.19","121.427798670158","25.0058818258657"
"歐立食品股份有限公司三重廠","99718036","新北市三重區光復路二段一六號一樓","09499839","297617.51","2771838.02","121.471943728936","25.053966089935"
"京工興業有限公司","99718035","新北市中和區新民街九四巷一二號一樓","70738122","298585.36","2766831.39","121.481359495665","25.0087353755027"
"鄭家香食品有限公司","99718091","新北市中和區立德街九八巷六四號一樓","27402724","299273.3","2766814.43","121.488174510346","25.0085599936965"
"成長事業有限公司","99718126","新北市五股區工商路六０號一樓","28908187","294291.27","2775195.59","121.439085719461","25.0843794492389"
"逢興生物科技股份有限公司中和廠","99718182","新北市中和區立德街一四八巷二六號四樓","12954810","299142.86","2766857.82","121.486883765028","25.008955973018"
"惟朵食品有限公司","99718261","新北市汐止區大同路一段三０二巷一八號一樓","28912485","314188.87","2772275.47","121.636198192952","25.0573026321807"
"上果食品有限公司","99718301","新北市中和區建康路一七四號五樓","80137252","299514.78","2765845.76","121.490532134982","24.9998069161537"
"紅飛股份有限公司","99718348","新北市新店區中正路四維巷二弄六號四樓","16491277","303949.77","2764213.91","121.53440346158","24.9849232298532"
"美食達人股份有限公司新莊廠","99718372","新北市新莊區五權三路12巷3號1樓及3樓","27617149","295698.84","2772835.26","121.45296108783","25.0630284696731"
"舒麥爾食品有限公司中和廠","99718390","新北市中和區中板路18巷1弄19號1、2樓","23832688","298786.73","2767250.53","121.483369348777","25.0125129034627"
"伂橙股份有限公司","99718415","新北市五股區五權六路26號(3、4、5樓)","86017536","295527.15","2773139.86","121.451269398771","25.0657835549074"
"得記食品有限公司新店廠","99718422","新北市新店區中正路四維巷二弄一號四樓","04605797","303925.95","2764249.36","121.534168975103","24.9852441600856"
"大登食品有限公司新店廠","99718452","新北市新店區寶橋路二三五巷六弄五號一樓","22718772","305719.68","2763764.3","121.551916686264","24.9808002215576"
"麗米檢驗科技有限公司中和廠","99718474","新北市中和區建康路一五六號一樓","28577877","299495.02","2765867.58","121.490337219166","25.0000046220036"
"育啟食品有限公司土城廠","99718487","新北市土城區中華路一段五六巷二五號一樓","28749442","294864.33","2764692.1","121.444424810788","24.9895363972468"
"核綠旺食品科技股份有限公司","99718501","新北市中和區連城路二二二巷六弄八號一樓","28370664","299574.43","2765628.03","121.491115298902","24.9978393600634"
"太允國際股份有限公司","99718570","新北市板橋區信義路一六三巷九號四樓","12889831","296399.04","2765035.67","121.459638834948","24.9925920013345"
"直欣食品有限公司五股廠","99718637","新北市五股區五權路一九號一樓","34426384","295297.9","2773160.67","121.448997835342","25.0659783349377"
"高格工業有限公司五股廠","99718731","新北市新莊區五權一路五號六樓之五","23898576","296199.43","2773185.18","121.457934508101","25.0661722619781"
"雅傳企業有限公司","99718771","新北市樹林區東豐街四九之一號","86487500","291909.49","2763126.44","121.415107415692","24.9754858866872"
"祥榮生物科技有限公司","99718924","新北市土城區永豐路一九五巷二七弄三二號","29112052","297720.1","2763689.42","121.472678666512","24.9803968990393"
"板田實業有限公司","99718901","新北市樹林區備內街五二之二號","80396757","291602.51","2764471.2","121.412107368153","24.9876350548378"
"豆穌朋食品股份有限公司","99718930","新北市新店區寶興路45巷6弄10號(1樓、2樓)","13101895","305625.72","2763023.68","121.550956234361","24.9741173518641"
"羽恩有限公司新莊廠","99718956","新北市新莊區五權一路三號八樓之六","28856625","296144.93","2773120.75","121.457392108499","25.0655922866113"
"正茂食品有限公司三重廠","99718967","新北市三重區自強路四段一０號一樓","70530994","299266.79","2774318.34","121.488378244498","25.0763055281332"
"盛源食品原料股份有限公司","99719061","新北市三峽區溪東路86號1樓","04674421","290665.8","2758538.84","121.402654444845","24.9341018668924"
"益合國際股份有限公司","99719155","新北市五股區五權路三九號地下一樓、一樓、二樓","80610671","295587.06","2773486.63","121.45187467886","25.0689124265049"
"統賀冷凍食品有限公司","99719175","新北市三重區中正北路五三０巷一八號一樓","84515538","297620.62","2773555.96","121.472033884338","25.0694755825779"
"金龍億食品有限公司","99719183","新北市中和區建八路一三一號（一樓）","80650363","299456.25","2765719.56","121.489947822522","24.9986695462699"
"威翰麵包工廠","99719235","新北市汐止區福德一路四三五號","30352255","313186.29","2772503.97","121.626272198232","25.059407730263"
"永兆豐股份有限公司三重廠","99719243","新北市三重區中正北路193巷21弄39號","27788810","298281.3","2773717.14","121.47858828239","25.0709097751866"
"欣洲食品有限公司","99719262","新北市三重區國道路1段67號1樓","80737489","298496.4","2773924.84","121.480727786251","25.0727779715198"
"唯一行食業股份有限公司五股廠","99719281","新北市五股區五權三路二四號三之五樓","35340321","295775.75","2773029.74","121.453729865821","25.0647818740417"
"委鵬實業有限公司","99719282","新北市土城區慶祥街七七號一樓","89892264","293948.23","2762775.42","121.435289301979","24.9722591231518"
"野村食品企業股份有限公司淡水廠","99719330","新北市淡水區下圭柔山七六之八號","84468726","294631.89","2788606.46","121.442899116317","25.2054419355198"
"品元實業股份有限公司仁愛廠","99719324","新北市八里區仁愛路122號1樓","80657892","291338.24","2783454.69","121.410059960943","25.1590263331448"
"萬得富實業股份有限公司","99719389","新北市土城區亞洲路108巷12號","28863442","293797.12","2762824.89","121.433794195108","24.9727100692003"
"韋樺有限公司深坑廠","99719394","新北市深坑區北深路三段一五五巷一七號八樓","89455144","310797.23","2766186.27","121.602315518827","25.002470492098"
"遠冠股份有限公司中和廠","99719424","新北市中和區連城路２２２巷２弄２號１、２樓","70840941","299597.45","2765537.02","121.491340063461","24.997016903587"
"吳記蛋品有限公司","99719463","新北市三峽區隆恩街一六三號一、二樓","96964517","286605.14","2759478.24","121.362473072857","24.9426862286746"
"禾膳食號","99719470","新北市板橋區和平路24巷12號1樓","82091491","296486.62","2765176.43","121.460511104607","24.9938601022465"
"鴻皓國際有限公司八里廠","99719538","新北市八里區忠孝路170號2樓","79987918","292685.96","2783668.48","121.423435198207","25.1609187981844"
"皇登企業有限公司","99719553","新北市汐止區大安街五二巷一三號","27875434","318442.92","2774049.57","121.6784474734","25.0731320327271"
"糖坊食品有限公司","99719589","新北市新店區中正路五０一之一二號五樓","12866990","303867.22","2764068.91","121.533580130016","24.9836171702068"
"萬灃國際有限公司深坑廠","99719600","新北市深坑區北深路三段一五五巷七號八樓","23723598","310827","2766227.92","121.602612252541","25.0028453451008"
"貝克利有限公司","99719592","新北市五股區五工五路二四號一樓","80481254","295611.22","2773030","121.45209909867","25.0647891959706"
"台灣司麥爾食品股份有限公司","99719614","新北市五股區五工六路七六號","24422579","295266.06","2773605.85","121.448696815836","25.0699984109238"
"鮮到味有限公司","99719648","新北市三重區中興北街四二號一、二樓及四二巷九號","24386258","297325","2772684","121.469073706","25.0616128213"
"金吉王食品股份有限公司五股廠","99719663","新北市五股區五工六路五一號二樓","28194040","294997.46","2773249.08","121.446022752393","25.0667854652825"
"如頤有限公司","99719693","新北市中和區建八路一二三號一樓","25042908","299427.52","2765728.52","121.489663529113","24.998751390045"
"明津食品有限公司","99719695","新北市三重區中興北街104巷19號1樓","42697888","297232.79","2771888.98","121.468132516751","25.0544382729328"
"豐強食品有限公司","99719731","新北市樹林區俊英街一三二號二樓","80072146","293123.19","2766502.09","121.427233997427","25.0059276914911"
"紘一實業有限公司三重廠","99719749","新北市三重區光復路2段42巷15號1、2、3樓","86202244","297515.56","2771943.08","121.470936929611","25.0549178195698"
"紅象食品有限公司","99719760","新北市板橋區信義路一六三巷四號一樓","25053714","296358.03","2765040.57","121.459232771604","24.9926374915418"
"大亞新紀企業有限公司泰山廠","99719788","新北市泰山區明志路三段五一三號一０樓","12858226","292501.55","2769391.47","121.421164404379","25.0320308985844"
"陞邦食品技術開發有限公司","99719846","新北市汐止區中興路一八三巷四號四樓","28185154","313383.03","2773219.36","121.628255022898","25.0658578561196"
"麗多國際生技股份有限公司","99719868","新北市新店區中正路五０一之一一號三樓","70363187","303867.22","2764068.91","121.533580130016","24.9836171702068"
"名佳香食品行","99719865","新北市土城區亞洲路一一巷一弄三一號一樓","30301860","294013.72","2762744.32","121.435936923763","24.9719764498021"
"尚頂好食品廠新店廠","99719882","新北市新店區寶興路四五巷八弄一六號一樓","49925248","305612.22","2763087.97","121.55082517292","24.9746982859767"
"長合發商行","99719896","新北市三重區中興北街四二巷一八號（一、二樓）","30308408","297329.89","2771306.63","121.469074880939","25.0491777895808"
"新閎食品股份有限公司","99719934","新北市三峽區橫溪路九五號","89690801","290260.89","2758690.19","121.398649599822","24.9354791100107"
"欣威西點麵包工廠","99719963","新北市三重區新北大道2段76號1、2樓","29275463","297465.42","2772690.82","121.47046575149","25.0616699747332"
"海樂國際有限公司五股廠","99725646","新北市五股區五權三路一五號","25066210","295621.11","2772906.14","121.452192936916","25.06367066919"
"通記食品有限公司","99725682","新北市新莊區化成路五五四巷二號一、二樓","80732392","297080.15","2771821.55","121.466617449099","25.0538342840409"
"阿多瑪生化科技有限公司一廠","99725700","新北市淡水區中正東路一段三巷三一號六樓","25102779","295555.92","2784196.53","121.451921487742","25.1656018801727"
"廣晟食品股份有限公司","99725734","新北市泰山區泰林路二段306巷7號1、2、3樓","25014874","293474.5","2772867.88","121.430915193118","25.0633885831893"
"尚鱻食品有限公司","99725754","新北市三重區中興北街二四七巷一六號一樓","29147284","297407.39","2772433.08","121.469881663866","25.0593449483293"
"府城事業有限公司","99725771","新北市樹林區三俊街八一巷二一、二三號一、二樓","80042214","291952.78","2767662.78","121.415673983363","25.0164394254032"
"三協成食品有限公司","99725792","新北市淡水區奎柔山路256號1、2樓","24251580","295991.8","2788571.57","121.456392495652","25.2050858914748"
"藍海國際餐飲股份有限公司五股廠","99725833","新北市五股區五工六路24號（1、2、3、4樓）","27730677","295318.86","2772870.94","121.449196039846","25.0633620350893"
"兩班家有限公司汐止廠","99725954","新北市汐止區福德一路三九二巷二二弄二八、三０號一、二樓","27332404","313369.91","2772748.96","121.628103299088","25.0616117874409"
"甲品香食品有限公司","99725955","新北市樹林區鎮前街二六九巷二一號一樓","29142035","292380.31","2764200.24","121.419803654218","24.9851671948496"
"四季齋食品有限公司樹林廠","99725982","新北市樹林區中山路二段一五一巷一四弄二三號","16334453","291088.89","2763283.49","121.406984314043","24.9769261607333"
"簪香食品有限公司","99726030","新北市新店區寶橋路二三五巷六弄三號二樓","97092413","305740.31","2763740.49","121.552120138303","24.9805844854618"
"青海生物科技股份有限公司","99726048","新北市新莊區五權一路五號之七(一樓)","29155158","296199.43","2773185.18","121.457934508101","25.0661722619781"
"施百得利食品有限公司","99726103","新北市樹林區大安路五四八號九樓","29139432","291717.33","2764216.41","121.413237091083","24.9853315734904"
"維昌食品有限公司土城廠","99726115","新北市土城區永豐路一九五巷二七弄一六號三樓","28881271","297782.6","2763661.53","121.473296822744","24.9801431560976"
"銀杏生物科技有限公司中和廠","99726129","新北市中和區建一路三號四樓","86729492","299277.98","2766304.47","121.488202640412","25.0039559165012"
"元宜州食品有限公司","99726128","新北市三重區光華路五二號一樓","29176941","297196.66","2772475.36","121.467794504414","25.0597331994175"
"小潘蛋糕坊","01000070","新北市板橋區信義路163巷4號9樓","26131858","296358.03","2765040.57","121.459232771604","24.9926374915418"
"大新食品有限公司","01000112","新北市土城區中山路51號","53180430","293191.84","2762053.23","121.427775143938","24.9657607495245"
"松村實業有限公司","01000129","新北市新莊區民安路420巷1號之8","80406137","293584.4","2768301.24","121.431860050893","25.0221574215061"
"滿盈食品有限公司五股廠","01000181","新北市五股區五工二路106巷7號1樓","53092561","296219.16","2773492.49","121.458140329748","25.068946133587"
"威斯登食品有限公司","01000202","新北市新莊區新樹路501號之1(1、3、4樓)","29171740","293682.75","2767126.2","121.432797389093","25.0115462236322"
"金軒揚食品有限公司","01000203","新北市中和區錦和路30號(1、2樓)","12716851","299141.56","2766014.03","121.486840820285","25.001338245028"
"承恩食品企業股份有限公司","01000231","新北市中和區橋安街1號2樓","80587411","299728.92","2766212.98","121.492666786277","25.0031151883147"
"耕耘川有限公司","01000235","新北市新莊區化成路314巷26號1樓","27442113","297134.55","2771245.05","121.467136884965","25.048627906456"
"小南門食品有限公司","01000260","新北市中和區中山路2段340巷35號1、2、3樓","28544068","299787.13","2766268.8","121.493245454339","25.0036172848886"
"盛蒼企業有限公司","65000016","新北市中和區中山路3段120之10號9樓","70450859","298014.55","2766532.29","121.475694014504","25.0060532505466"
"仲輝食品有限公司","65000019","新北市三重區中正北路315巷6弄35號","53192956","298012.39","2773840.48","121.475927160474","25.0720318094413"
"晶盈食品有限公司","65000020","新北市汐止區福德一路381巷10號1樓","80286371","313387.37","2772616.53","121.628270269807","25.0604154853831"
"弘泉食品行","65000026","新北市三重區重新路2段36巷14號1樓","26511338","300414.86","2772785.95","121.499702504732","25.0624333025556"
"新山食品股份有限公司","65000828","新北市汐止區福德一路430巷27號5樓","53199971","313054.69","2772585.57","121.624971620653","25.0601498721219"
"建鹽企業有限公司","65000059","新北市八里區博物館路199號3樓","16168406","290877.69","2783141.28","121.405482186588","25.1562094794804"
"王記府城肉粽有限公司汐止廠","65000174","新北市汐止區大同路3段369巷36號1樓","53111005","318223.44","2774127.94","121.676275865054","25.0738494357271"
"逢興生物科技股份有限公司二廠","65000225","新北市中和區立德街148巷58號4樓","12954810","299074.86","2766895.12","121.486211417743","25.0092949808061"
"美力香食品股份有限公司","65000261","新北市土城區復興街5號1樓、2樓","53210379","293060.69","2762295","121.426483789234","24.9679472613316"
"新力香食品有限公司二廠","65000283","新北市三峽區介壽路一段318巷17號1樓","16186501","288495.3","2758003.5","121.381148614433","24.9293251684231"
"唯意食品企業有限公司","65000299","新北市三芝區古庄里四棧橋53之10號1樓","53186820","298772.29","2795261.36","121.484222628067","25.2653920309631"
"清香號沙茶食品有限公司","65000316","新北市新莊區福營路97巷13號1樓","25123731","293890.61","2769381.59","121.434928549125","25.0319020433809"
"台光食品行","65000320","新北市三重區仁華街78號1樓及1樓夾層","99417227","298895.39","2775062.88","121.484723134187","25.0830392678855"
"風華食品有限公司","65000337","新北市新莊區新樹路69之96號1樓","28561164","294186.71","2768921.01","121.437847857765","25.0277352770987"
"甘泉生物科技有限公司","65000405","新北市新店區中正路560巷2號3、4樓","24206501","303914.31","2764462.35","121.534061966759","24.9871674488188"
"燕莊實業有限公司","65000435","新北市中和區員山路504號4樓之5","28488050","298403.35","2766759.97","121.479553827928","25.0080964332759"
"宏遠國際餐飲股份有限公司五股二廠","65000436","新北市五股區五權路54號","25094980","295813.84","2773504.99","121.454123230838","25.0690712476178"
"三義食品工廠","65000480","新北市樹林區三俊街199巷12弄7號1、2樓","19516695","292454.99","2767663.08","121.420649825985","25.0164281405517"
"薩摩亞商客來喜餐飲股份有限公司台灣分公司","65000483","新北市新店區復興路45號4樓、5樓、6樓","28427006","304186.82","2764432.63","121.536760109422","24.9868894377205"
"王德興茶業股份有限公司","65000496","新北市中和區橋和路56號6樓","80288981","299401.1","2766429.14","121.489426894644","25.0050774507259"
"卡羅國際企業股份有限公司","65000530","新北市汐止區康寧街157、159、161號7樓","14015243","312781.48","2773360.88","121.622299169808","25.0671606080482"
"吉翔食品有限公司","65000585","新北市中和區員山路506巷17號1、2樓","28131382","298498.87","2766870.04","121.480503975142","25.009087066212"
"雅傳企業有限公司樹林廠","65000606","新北市樹林區太平路8號1樓","86487500","292239.32","2764154.32","121.418405700605","24.9847566048397"
"醇味食品有限公司","65000608","新北市瑞芳區大寮路114之1號","53226175","328716.74","2776865.69","121.780442011143","25.0980540417591"
"生發號農產有限公司","65000615","新北市淡水區北投子77之1號1樓","27746925","296195.93","2785707.9","121.458321333619","25.1792268500057"
"豪仕達食品企業有限公司","65000676","新北市三重區光復路2段88巷41號1樓","80187978","297410.67","2772219.43","121.469906830024","25.0574160018429"
"陽銘有限公司淡水廠","65000683","新北市淡水區口湖子1之8號1樓","89632319","298004.3","2786748.55","121.476298662415","25.1885650322112"
"澎富企業有限公司","65000734","新北市中和區員山路506-1號3樓","28445089","298388.53","2766818.71","121.479409094701","25.0086271910019"
"日鴻食品有限公司","65000735","新北市板橋區和平路15號2樓","53417131","296420.57","2765258.71","121.459859579901","24.9946048891347"
"紘裕食品股份有限公司","65000742","新北市三峽區介壽路1段276巷5號1樓","24370489","288420.95","2757872.7","121.380408847315","24.9281461274391"
"派特芙德有限公司","65000750","新北市新店區寶橋路154巷5號2樓","24488635","305410.38","2763284.09","121.548833890854","24.976476157893"
