index,上市有價證券種類,code,name,CFICode
715,股票,5007,三星,ESVUFR
716,股票,5203,訊連,ESVUFR
717,股票,5215,科嘉-KY,ESVUFR
718,股票,5222,全訊,ESVUFR
719,股票,5225,東科-KY,ESVUFR
720,股票,5234,達興材料,ESVUFR
721,股票,5243,乙盛-KY,ESVUFR
722,股票,5244,弘凱,ESVUFR
723,股票,5258,虹堡,ESVUFR
724,股票,5269,祥碩,ESVUFR
725,股票,5283,禾聯碩,ESVUFR
726,股票,5284,jpp-KY,ESVUFR
727,股票,5285,界霖,ESVUFR
728,股票,5288,豐祥-KY,ESVUFR
729,股票,5306,桂盟,ESVUFR
730,股票,5388,中磊,ESVUFR
731,股票,5434,崇越,ESVUFR
732,股票,5469,瀚宇博,ESVUFR
733,股票,5471,松翰,ESVUFR
734,股票,5484,慧友,ESVUFR
735,股票,5515,建國,ESVUFR
736,股票,5519,隆大,ESVUFR
737,股票,5521,工信,ESVUFR
738,股票,5522,遠雄,ESVUFR
739,股票,5525,順天,ESVUFR
740,股票,5531,鄉林,ESVUFR
741,股票,5533,皇鼎,ESVUFR
742,股票,5534,長虹,ESVUFR
743,股票,5538,東明-KY,ESVUFR
744,股票,5546,永固-KY,ESVUFR
745,股票,5607,遠雄港,ESVUFR
746,股票,5608,四維航,ESVUFR
747,股票,5706,鳳凰,ESVUFR
748,股票,5871,中租-KY,ESVUFR
749,股票,5876,上海商銀,ESVUFR
750,股票,5880,合庫金,ESVUFR
751,股票,5906,台南-KY,ESVUFR
752,股票,5907,大洋-KY,ESVUFR
753,股票,6005,群益證,ESVUFR
754,股票,6024,群益期,ESVUFR
755,股票,6108,競國,ESVUFR
756,股票,6112,邁達特,ESVUFR
757,股票,6115,鎰勝,ESVUFR
758,股票,6116,彩晶,ESVUFR
759,股票,6117,迎廣,ESVUFR
760,股票,6120,達運,ESVUFR
761,股票,6128,上福,ESVUFR
762,股票,6133,金橋,ESVUFR
763,股票,6136,富爾特,ESVUFR
764,股票,6139,亞翔,ESVUFR
765,股票,6141,柏承,ESVUFR
766,股票,6142,友勁,ESVUFR
767,股票,6152,百一,ESVUFR
768,股票,6153,嘉聯益,ESVUFR
769,股票,6155,鈞寶,ESVUFR
770,股票,6164,華興,ESVUFR
771,股票,6165,浪凡,ESVUFR
772,股票,6166,凌華,ESVUFR
773,股票,6168,宏齊,ESVUFR
774,股票,6176,瑞儀,ESVUFR
775,股票,6177,達麗,ESVUFR
776,股票,6183,關貿,ESVUFR
777,股票,6184,大豐電,ESVUFR
778,股票,6189,豐藝,ESVUFR
779,股票,6191,精成科,ESVUFR
780,股票,6192,巨路,ESVUFR
781,股票,6196,帆宣,ESVUFR
782,股票,6197,佳必琪,ESVUFR
783,股票,6201,亞弘電,ESVUFR
784,股票,6202,盛群,ESVUFR
785,股票,6205,詮欣,ESVUFR
786,股票,6206,飛捷,ESVUFR
787,股票,6209,今國光,ESVUFR
788,股票,6213,聯茂,ESVUFR
789,股票,6214,精誠,ESVUFR
790,股票,6215,和椿,ESVUFR
791,股票,6216,居易,ESVUFR
792,股票,6224,聚鼎,ESVUFR
793,股票,6225,天瀚,ESVUFR
794,股票,6226,光鼎,ESVUFR
795,股票,6230,尼得科超眾,ESVUFR
796,股票,6235,華孚,ESVUFR
797,股票,6239,力成,ESVUFR
798,股票,6243,迅杰,ESVUFR
799,股票,6257,矽格,ESVUFR
800,股票,6269,台郡,ESVUFR
801,股票,6271,同欣電,ESVUFR
802,股票,6277,宏正,ESVUFR
803,股票,6278,台表科,ESVUFR
804,股票,6281,全國電,ESVUFR
805,股票,6282,康舒,ESVUFR
806,股票,6283,淳安,ESVUFR
807,股票,6285,啟碁,ESVUFR
808,股票,6288,聯嘉,ESVUFR
809,股票,6405,悅城,ESVUFR
810,股票,6409,旭隼,ESVUFR
811,股票,6412,群電,ESVUFR
812,股票,6414,樺漢,ESVUFR
813,股票,6415,矽力*-KY,ESVUFR
814,股票,6416,瑞祺電通,ESVUFR
815,股票,6426,統新,ESVUFR
816,股票,6431,光麗-KY,ESVUFR
817,股票,6438,迅得,ESVUFR
818,股票,6442,光聖,ESVUFR
819,股票,6443,元晶,ESVUFR
820,股票,6449,鈺邦,ESVUFR
821,股票,6451,訊芯-KY,ESVUFR
822,股票,6456,GIS-KY,ESVUFR
823,股票,6464,台數科,ESVUFR
824,股票,6477,安集,ESVUFR
825,股票,6491,晶碩,ESVUFR
826,股票,6504,南六,ESVUFR
827,股票,6505,台塑化,ESVUFR
828,股票,6515,穎崴,ESVUFR
829,股票,6525,捷敏-KY,ESVUFR
830,股票,6531,愛普*,ESVUFR
831,股票,6533,晶心科,ESVUFR
832,股票,6541,泰福-KY,ESVUFR
833,股票,6550,北極星藥業-KY,ESVUFR
834,股票,6552,易華電,ESVUFR
835,股票,6558,興能高,ESVUFR
836,股票,6573,虹揚-KY,ESVUFR
837,股票,6579,研揚,ESVUFR
838,股票,6581,鋼聯,ESVUFR
839,股票,6582,申豐,ESVUFR
840,股票,6585,鼎基,ESVUFR
841,股票,6591,動力-KY,ESVUFR
842,股票,6592,和潤企業,ESVUFR
843,股票,6598,ABC-KY,ESVUFR
844,股票,6605,帝寶,ESVUFR
845,股票,6606,建德工業,ESVUFR
846,股票,6625,必應,ESVUFR
847,股票,6641,基士德-KY,ESVUFR
848,股票,6655,科定,ESVUFR
849,股票,6666,羅麗芬-KY,ESVUFR
850,股票,6668,中揚光,ESVUFR
851,股票,6669,緯穎,ESVUFR
852,股票,6670,復盛應用,ESVUFR
853,股票,6671,三能-KY,ESVUFR
854,股票,6672,騰輝電子-KY,ESVUFR
855,股票,6674,鋐寶科技,ESVUFR
856,股票,6689,伊雲谷,ESVUFR
857,股票,6691,洋基工程,ESVUFR
858,股票,6695,芯鼎,ESVUFR
859,股票,6698,旭暉應材,ESVUFR
860,股票,6706,惠特,ESVUFR
861,股票,6715,嘉基,ESVUFR
862,股票,6719,力智,ESVUFR
863,股票,6743,安普新,ESVUFR
864,股票,6753,龍德造船,ESVUFR
865,股票,6754,匯僑設計,ESVUFR
866,股票,6756,威鋒電子,ESVUFR
867,股票,6768,志強-KY,ESVUFR
868,股票,6770,力積電,ESVUFR
869,股票,6776,展碁國際,ESVUFR
870,股票,6781,AES-KY,ESVUFR
871,股票,6782,視陽,ESVUFR
872,股票,6789,采鈺,ESVUFR
873,股票,6790,永豐實,ESVUFR
874,股票,6792,詠業,ESVUFR
875,股票,6796,晉弘,ESVUFR
876,股票,6799,來頡,ESVUFR
877,股票,6806,森崴能源,ESVUFR
878,股票,6807,峰源-KY,ESVUFR
879,股票,6830,汎銓,ESVUFR
880,股票,6834,天二科技,ESVUFR
881,股票,6835,圓裕,ESVUFR
882,股票,6861,睿生光電,ESVUFR
883,股票,6863,永道-KY,ESVUFR
884,股票,8011,台通,ESVUFR
885,股票,8016,矽創,ESVUFR
886,股票,8021,尖點,ESVUFR
887,股票,8028,昇陽半導體,ESVUFR
888,股票,8033,雷虎,ESVUFR
889,股票,8039,台虹,ESVUFR
890,股票,8046,南電,ESVUFR
891,股票,8070,長華*,ESVUFR
892,股票,8072,陞泰,ESVUFR
893,股票,8081,致新,ESVUFR
894,股票,8101,華冠,ESVUFR
895,股票,8103,瀚荃,ESVUFR
896,股票,8104,錸寶,ESVUFR
897,股票,8105,凌巨,ESVUFR
898,股票,8110,華東,ESVUFR
899,股票,8112,至上,ESVUFR
900,股票,8114,振樺電,ESVUFR
901,股票,8131,福懋科,ESVUFR
902,股票,8150,南茂,ESVUFR
903,股票,8163,達方,ESVUFR
904,股票,8201,無敵,ESVUFR
905,股票,8210,勤誠,ESVUFR
906,股票,8213,志超,ESVUFR
907,股票,8215,明基材,ESVUFR
908,股票,8222,寶一,ESVUFR
909,股票,8249,菱光,ESVUFR
910,股票,8261,富鼎,ESVUFR
911,股票,8271,宇瞻,ESVUFR
912,股票,8341,日友,ESVUFR
913,股票,8367,建新國際,ESVUFR
914,股票,8374,羅昇,ESVUFR
915,股票,8404,百和興業-KY,ESVUFR
916,股票,8411,福貞-KY,ESVUFR
917,股票,8422,可寧衛,ESVUFR
918,股票,8429,金麗-KY,ESVUFR
919,股票,8438,昶昕,ESVUFR
920,股票,8442,威宏-KY,ESVUFR
921,股票,8443,阿瘦,ESVUFR
922,股票,8454,富邦媒,ESVUFR
923,股票,8462,柏文,ESVUFR
924,股票,8463,潤泰材,ESVUFR
925,股票,8464,億豐,ESVUFR
926,股票,8466,美吉吉-KY,ESVUFR
927,股票,8467,波力-KY,ESVUFR
928,股票,8473,山林水,ESVUFR
929,股票,8478,東哥遊艇,ESVUFR
930,股票,8481,政伸,ESVUFR
931,股票,8482,商億-KY,ESVUFR
932,股票,8488,吉源-KY,ESVUFR
933,股票,8499,鼎炫-KY,ESVUFR
934,股票,8926,台汽電,ESVUFR
935,股票,8940,新天地,ESVUFR
936,股票,8996,高力,ESVUFR
937,股票,9802,鈺齊-KY,ESVUFR
938,股票,9902,台火,ESVUFR
939,股票,9904,寶成,ESVUFR
940,股票,9905,大華,ESVUFR
941,股票,9906,欣巴巴,ESVUFR
942,股票,9907,統一實,ESVUFR
943,股票,9908,大台北,ESVUFR
944,股票,9910,豐泰,ESVUFR
945,股票,9911,櫻花,ESVUFR
946,股票,9912,偉聯,ESVUFR
947,股票,9914,美利達,ESVUFR
948,股票,9917,中保科,ESVUFR
949,股票,9918,欣天然,ESVUFR
950,股票,9919,康那香,ESVUFR
951,股票,9921,巨大,ESVUFR
952,股票,9924,福興,ESVUFR
953,股票,9925,新保,ESVUFR
954,股票,9926,新海,ESVUFR
955,股票,9927,泰銘,ESVUFR
956,股票,9928,中視,ESVUFR
957,股票,9929,秋雨,ESVUFR
958,股票,9930,中聯資源,ESVUFR
959,股票,9931,欣高,ESVUFR
960,股票,9933,中鼎,ESVUFR
961,股票,9934,成霖,ESVUFR
962,股票,9935,慶豐富,ESVUFR
963,股票,9937,全國,ESVUFR
964,股票,9938,百和,ESVUFR
965,股票,9939,宏全,ESVUFR
966,股票,9940,信義,ESVUFR
967,股票,9941,裕融,ESVUFR
968,股票,9942,茂順,ESVUFR
969,股票,9943,好樂迪,ESVUFR
970,股票,9944,新麗,ESVUFR
971,股票,9945,潤泰新,ESVUFR
972,股票,9946,三發地產,ESVUFR
973,股票,9955,佳龍,ESVUFR
974,股票,9958,世紀鋼,ESVUFR
