縣市,鄉鎮市區,儲匯局號,局名,聯絡電話,郵局地址,經度,緯度,ATM,具存款,具補摺,自動補摺機,提領200元,具視障語音,是否為局外ATM,縣市排序代號
新北市,蘆洲區,,蘆洲分局--正門左側,(02)2992-1622轉210,三民路609號,121.460487,25.093966,O,,O,O,,,局外,20
新北市,蘆洲區,244115-0,蘆洲郵局,(02)2282-1162-201,新北市蘆洲區三民路97號,121.473611,25.085,O,O,O,O,,,局內,20
新北市,蘆洲區,244116-3,蘆洲空大郵局,(02)2281-5284,新北市蘆洲區中正路172號(國立空中大學內),121.46787,25.087045,O,,O,O,,,局內,20
新北市,蘆洲區,244117-7,蘆洲中山路郵局,(02)2281-7374,新北市蘆洲區中山一路37號,121.479,25.0808,O,,O,O,,,局內,20
新北市,蘆洲區,244118-1,蘆洲光華路郵局,(02)2281-5221,新北市蘆洲區光華路108號,121.46737,25.082684,O,O,O,O,,,局內,20
新北市,蘆洲區,244119-4,蘆洲中原路郵局,(02)2285-3560,新北市蘆洲區長安街225號,121.45936,25.082765,O,O,O,O,,,局內,20
新北市,蘆洲區,244120-6,蘆洲民族路郵局,(02)2288-6362,新北市蘆洲區民族路271號1樓,121.476075,25.09071,O,O,O,O,,,局內,20
新北市,鶯歌區,,陸軍汽車基地勤務處--會客室旁,(02)2670-3330,八德路99號,121.332931,24.943964,O,,,O,,,局外,20
新北市,鶯歌區,,嘉寶自然工業公司--大門出口左側,(02)2670-3330,福安街1號,121.333892,24.964013,O,,,O,,,局外,20
新北市,鶯歌區,,鶯歌高職--校門出口左側,(02)2670-3330,中正三路154號,121.334995,24.939285,O,,,O,,,局外,20
新北市,鶯歌區,031137-3,鶯歌郵局,(02)2670-3330,新北市鶯歌區中正一路47號,121.352304,24.953895,O,O,O,O,,,局內,20
新北市,鶯歌區,031138-7,鶯歌鳳鳴郵局,(02)2679-4155,新北市鶯歌區鶯桃路2段60號,121.324918,24.973212,O,O,O,O,,,局內,20
新北市,鶯歌區,031139-1,鶯歌二橋郵局,(02)2679-6540,新北市鶯歌區中正3路208之4號,121.332113,24.937935,O,,O,O,,,局內,20
新北市,鶯歌區,031140-2,鶯歌永昌郵局,(02)2678-3133,新北市鶯歌區鶯桃路135巷1號,121.3379,24.954587,O,O,,O,,,局內,20
桃園市,八德區,,八德大湳五三工兵群--門衛旁,(03)337-9648,和平路59號,121.320597,24.967929,O,,,O,,,局外,30
桃園市,八德區,,八德榮民自費安養中心--門衛內,(03)337-9648,榮興路1100號,121.304817,24.938521,O,,,O,,,局外,30
桃園市,八德區,,桃園榮家--大門左側,(03)337-9648,興豊路1217號,121.3083,24.938704,O,,,O,,,局外,30
桃園市,八德區,,國防大學八德校區--休閒大樓2樓,(03)337-9648,興豐路1000號,121.303127,24.934779,O,,,O,,,局外,30
桃園市,八德區,,陸軍化學兵學校--門衛右側,(03)337-9648,介壽路2段,121.299313,24.957464,O,,,O,,,局外,30
桃園市,八德區,012102-3,八德大湳郵局,(03)361-9534,桃園市八德區介壽路一段842號,121.299744,24.961507,O,O,O,O,,O,局內,30
桃園市,八德區,012103-7,八德郵局,(03)368-1697,桃園市八德區建國路18號,121.284865,24.931088,O,O,,O,,,局內,30
桃園市,八德區,012118-0,八德更寮腳郵局,(03)368-4554,桃園市八德區介壽路2段1030號,121.297385,24.932995,O,O,O,O,,,局內,30
桃園市,八德區,012122-2,八德高城郵局,(03)369-6483,桃園市八德區永豐路581號,121.271384,24.97539,O,O,,O,,,局內,30
桃園市,八德區,012124-0,八德麻園郵局,(03)367-8344,桃園市八德區介壽路2段298號,121.297807,24.949758,O,O,O,O,,,局內,30
桃園市,大園區,,大園工業區服務中心--會議室門口,(03)386-2071,民生路101號,121.196101,25.071368,O,,,O,,,局外,30
桃園市,大園區,,大園航勤北路郵局舊局址,(03)386-2071,航勤北路20號,121.24006,25.086686,O,,,O,,,局外,30
桃園市,大園區,,民用航空局北部飛航服務園區--辦公大樓警衛室內,(03)386-2071,園航路62號,121.173364,25.050735,O,,,O,,,局外,30
桃園市,大園區,012131-3,大園郵局,(03)386-2071,桃園市大園區中山北路85號,121.196903,25.066127,O,O,O,O,,,局內,30
桃園市,大園區,012132-7,大園埔心街郵局,(03)381-3510,桃園市大園區埔心街50號,121.224189,25.053006,O,,O,O,,,局內,30
桃園市,大園區,012133-1,大園菓林郵局,(03)383-6423,桃園市大園區菓林里3鄰菓林路99號,121.258071,25.076087,O,O,O,O,,,局內,30
桃園市,大園區,012135-8,臺灣桃園國際機場郵局,(03)383-4603,桃園市大園區臺灣桃園國際機場第二航站大廈內,121.252739,25.07447,O,O,,O,,,局內,30
桃園市,大溪區,,亨通機械公司--守衛室旁,(03)388-2141,仁德五街136號,121.283586,24.916021,O,,,O,,,局外,30
桃園市,大溪區,,國防大學理工學院--理髮部右側,(03)388-2141,石園路75號,121.264888,24.879727,O,,,O,,,局外,30
桃園市,大溪區,012137-5,大溪郵局,(03)388-2141,桃園市大溪區康莊路210號,121.288262,24.879435,O,O,,O,,,局內,30
桃園市,大溪區,012140-4,大溪僑愛郵局,(03)380-1694,桃園市大溪區介壽路42、44號,121.295019,24.922813,O,,O,O,,,局內,30
桃園市,大溪區,012141-8,大溪崎頂郵局,(03)380-1742,桃園市大溪區介壽路890號,121.283753,24.900362,O,,O,O,,,局內,30
桃園市,大溪區,012142-1,大溪員樹林郵局,(03)380-1300,桃園市大溪區齋明街1號,121.270245,24.885773,O,,O,O,,,局內,30
桃園市,大溪區,012143-5,大溪南興郵局,(03)380-1520,桃園市大溪區仁和路2段126號,121.26688,24.903401,O,,O,O,,,局內,30
桃園市,中壢區,,大鐘印染公司--宿舍旁,(03)422-0552轉222,新生路3段741號,121.216333,25.000888,O,,,O,,,局外,30
桃園市,中壢區,,中原大學--聯合行政服務中心旁,(03)422-0552轉222,中北路200號,121.24309,24.956577,O,,,O,,,局外,30
桃園市,中壢區,,中壢建國路自助郵局,(03)422-0552轉222,建國路36號,121.225257,24.955517,O,O,O,O,,O,局外,30
桃園市,中壢區,,中壢區公所--後門邊,(03)422-0552轉222,環北路380號,121.224933,24.96554,O,,,O,,,局外,30
桃園市,中壢區,,元智大學自助郵局--郵政代辦所,(03)422-0552轉222,遠東路135號,121.263493,24.969575,O,,,O,,,局外,30
桃園市,中壢區,,元智大學--男一宿舍1樓商店區邊,(03)422-0552轉222,遠東路135號,121.263493,24.969575,O,,,O,,,局外,30
桃園市,中壢區,,內壢國中--守衛室旁,(03)422-0552轉222,復華一街108號,121.248981,24.971119,O,,O,O,,,局外,30
桃園市,中壢區,,六和汽車公司--後門環中東路守衛室旁,(03)422-0552轉222,中華路1段705號,121.249284,24.968389,O,,,O,,,局外,30
桃園市,中壢區,,六和汽車公司--福利社旁,(03)422-0552轉222,中華路1段705號,121.249284,24.968389,O,,,O,,,局外,30
桃園市,中壢區,,六和汽車公司--警衛室旁,(03)422-0552轉222,中華路1段705號,121.249284,24.968389,O,,O,O,,,局外,30
桃園市,中壢區,,日月光公司--行政大樓旁,(03)422-0552轉222,中華路1段550號,121.251515,24.970028,O,,O,O,,,局外,30
桃園市,中壢區,,日月光公司--員工活動中心福利社,(03)422-0552轉222,中華路1段550號,121.251515,24.970028,O,,O,O,,,局外,30
桃園市,中壢區,,自立新村社區--管理委員會旁,(03)422-0552轉222,自立五街82號1樓,121.251002,24.966094,O,,O,O,,,局外,30
桃園市,中壢區,,東興國中--守衛室旁,(03)422-0552轉222,廣州路25號,121.229658,24.949915,O,,,O,,,局外,30
桃園市,中壢區,,金像電子公司--守衛室旁--對內,(03)422-0552轉222,西園路113號,121.235051,24.983752,O,,O,O,,,局外,30
桃園市,中壢區,,金像電子公司--守衛室旁--對外,(03)422-0552轉222,西園路113號,121.235051,24.983752,O,,O,O,,,局外,30
桃園市,中壢區,,桃園地方法院中壢簡易庭--佈告欄旁,(03)422-0552轉222,中華路2段388號,121.234324,24.96454,O,,,O,,,局外,30
桃園市,中壢區,,陸軍士官學校--安全士官室旁,(03)422-0552轉222,中山東路4段113號,121.258865,24.937692,O,,O,O,,,局外,30
桃園市,中壢區,,陸軍第六軍團指揮部--會客室旁,(03)422-0552轉222,成章一街2號,121.259528,24.97703,O,,,O,,,局外,30
桃園市,中壢區,,頂壢自助郵局,(03)422-0552轉222,中華路1段227號,121.258997,24.973072,O,,,O,,,局外,30
桃園市,中壢區,,萬能科技大學--守衛室旁,(03)422-0552轉222,萬能路1號,121.232517,24.990585,O,,O,O,,,局外,30
桃園市,中壢區,,臺灣山葉公司--福利社旁,(03)422-0552轉222,中華路2段3號2樓,121.243825,24.966213,O,,,O,,,局外,30
桃園市,中壢區,,臺灣華可貴公司中壢二廠--1樓警衛室,(03)422-0552轉222,吉林北路12號,121.252296,24.991404,O,,,O,,,局外,30
桃園市,中壢區,,環保署環境檢驗所--樓梯口,(03)422-0552轉222,民族路3段260號,121.195707,24.957372,O,,,O,,,局外,30
桃園市,中壢區,012194-1,中壢青埔郵局,(03)287-5710,桃園市中壢區高鐵南路2段289號,121.204637,25.002382,O,O,O,O,,,局內,30
桃園市,中壢區,028100-1,中壢郵局,(03)422-0552-222,桃園市中壢區中美路51號,121.225989,24.958449,O,O,,O,O,,局內,30
桃園市,中壢區,028101-5,中壢普仁郵局,(03)456-1574,桃園市中壢區中山東路2段24號,121.237364,24.95425,O,O,,O,,,局內,30
桃園市,中壢區,028102-9,中壢內壢郵局,(03)455-3541,桃園市中壢區忠勤街25號,121.255753,24.974402,O,O,O,O,,O,局內,30
桃園市,中壢區,028103-2,中壢龍東路郵局,(03)465-6847,桃園市中壢區龍東路750號,121.259386,24.938655,O,,O,O,,,局內,30
桃園市,中壢區,028104-6,中壢龍岡郵局,(03)450-3861,桃園市中壢區龍岡路3段756號,121.243602,24.925675,O,O,,O,,,局內,30
桃園市,中壢區,028107-7,中壢自立郵局,(03)463-0701,桃園市中壢區莊敬路856號1樓,121.254168,24.963992,O,O,O,O,,,局內,30
桃園市,中壢區,028109-4,中央大學郵局,(03)490-2528,桃園市中壢區國立中央大學內,121.194614,24.965685,O,O,,O,,,局內,30
桃園市,中壢區,028111-0,中壢忠義郵局,(03)452-2933,桃園市中壢區中華路1段905、907號,121.244233,24.966915,O,,,O,,,局內,30
桃園市,中壢區,028112-3,中原大學郵局,(03)265-7005,桃園市中壢區私立中原大學內,121.241303,24.959135,O,O,O,O,,O,局內,30
桃園市,中壢區,028113-7,中壢興國郵局,(03)422-6254,桃園市中壢區元化路2段126號,121.219295,24.962817,O,O,O,O,,,局內,30
桃園市,中壢區,028115-4,中壢華勛郵局,(03)465-4385,桃園市中壢區興仁路3段19號,121.264507,24.955231,O,O,,O,,,局內,30
桃園市,中壢區,028116-8,中壢東興郵局,(03)458-3018,桃園市中壢區龍岡路1段229號,121.226083,24.94774,O,O,O,O,,,局內,30
桃園市,中壢區,028118-5,中壢仁美郵局,(03)465-7400,桃園市中壢區龍文街29號,121.255481,24.93553,O,O,O,O,,,局內,30
桃園市,中壢區,028119-9,中壢南園郵局,(03)452-7682,桃園市中壢區南園二路4號,121.238216,24.971944,O,O,O,O,,,局內,30
桃園市,中壢區,028120-1,中壢頂壢郵局,(03)455-7254,桃園市中壢區榮民路53、55號,121.26089,24.969352,O,O,O,O,,,局內,30
桃園市,中壢區,028121-4,中壢志廣郵局,(03)492-0875,桃園市中壢區中央西路2段271、273號,121.211641,24.961399,O,O,O,O,,,局內,30
桃園市,中壢區,028126-2,中壢環北郵局,(03)462-8063,桃園市中壢區環北路413號,121.226318,24.965909,O,O,O,O,,,局內,30
桃園市,中壢區,028128-0,中壢大崙郵局,(03)282-0230,桃園市中壢區中正路4段85、87號,121.180408,24.988648,O,,,O,,,局內,30
桃園市,平鎮區,,仁寶電腦公司--辦公室旁,(03)422-0552轉222,南東路8號,121.212885,24.919896,O,,,O,,,局外,30
桃園市,平鎮區,,六和高中--警衛室旁,(03)422-0552轉222,陸光路180號,121.186074,24.944063,O,,O,O,,,局外,30
桃園市,平鎮區,,平鎮三安集會所--大門左側,(03)422-0552轉222,平東路203號,121.249549,24.916212,O,O,,O,,,局外,30
桃園市,平鎮區,,通信兵學校--福利社旁,(03)422-0552轉222,中豐路,121.211489,24.895538,O,,,O,,,局外,30
桃園市,平鎮區,,陸軍211砲指部--安全士官室旁,(03)422-0552轉222,龍南路369號,121.251596,24.922043,O,,O,O,,,局外,30
桃園市,平鎮區,,陸軍後勤學校--心理輔導室旁,(03)422-0552轉222,中豐路山頂段2號,121.211427,24.90427,O,,,O,,,局外,30
桃園市,平鎮區,,敬鵬公司平鎮廠--守衛室旁,(03)422-0552轉222,工業一路14-9號,121.204419,24.905456,O,,,O,,,局外,30
桃園市,平鎮區,028106-3,平鎮廣明郵局,(03)493-7484,桃園市平鎮區廣明路71.73號1樓,121.213704,24.953792,O,O,,O,,,局內,30
桃園市,平鎮區,028108-1,平鎮郵局,(03)402-4420-13,桃園市平鎮區延平路2段221號,121.209231,24.945645,O,O,O,O,,,局內,30
桃園市,平鎮區,028114-1,平鎮山仔頂郵局,(03)469-7072,桃園市平鎮區中豐路山頂段296號,121.210966,24.8974,O,O,O,O,,,局內,30
桃園市,平鎮區,028117-1,平鎮北勢郵局,(03)468-2301,桃園市平鎮區金陵路2段59號,121.222922,24.941893,O,,O,O,,,局內,30
桃園市,平鎮區,028122-8,平鎮金陵郵局,(03)457-5041,桃園市平鎮區金陵路3段235-1、235-2號,121.228008,24.924782,O,,O,O,,,局內,30
桃園市,平鎮區,028127-6,平鎮高雙郵局,(03)492-4883,桃園市平鎮區高雙路181號,121.189503,24.954509,O,O,,O,,,局內,30
桃園市,平鎮區,028129-3,平鎮南勢郵局,(03)439-5517,桃園市平鎮區興安路120號,121.209133,24.917352,O,O,O,O,,,局內,30
桃園市,桃園區,,法務部矯正署桃園看守所--大門口,(03)337-9648,延壽街158號,121.290633,24.994812,O,,,O,,,局外,30
桃園市,桃園區,,振聲高中--校史館左側,(03)337-9648,復興路439號,121.301455,24.990668,O,,,O,,,局外,30
桃園市,桃園區,,桃園市政府--後棟行政大樓1樓電梯旁,(03)337-9648,縣府路1號,121.300979,24.993068,O,,O,O,,,局外,30
桃園市,桃園區,,桃園地方法院--1樓大門入口右側,(03)337-9648,正光路888號,121.287916,25.006531,O,,,O,,,局外,30
桃園市,桃園區,,桃園地方法院檢察署--聯合服務中心旁,(03)337-9648,正光街898號,121.29496,24.994851,O,,O,O,,,局外,30
桃園市,桃園區,,桃園高中--大門左側,(03)337-9648,成功路3段38號,121.326391,24.999341,O,,,O,,,局外,30
桃園市,桃園區,012100-6,桃園成功路郵局,(03)337-9648,桃園市桃園區成功路一段51號,121.311098,24.992567,O,O,O,O,O,O,局內,30
桃園市,桃園區,012104-1,桃園民生路郵局,(03)334-2148,桃園市桃園區民生路246-1號,121.312797,24.995275,O,O,O,O,,,局內,30
桃園市,桃園區,012107-1,桃園南門郵局,(03)334-2081,桃園市桃園區中山路362號,121.304575,24.993011,O,O,,O,,,局內,30
桃園市,桃園區,012108-5,桃園大樹林郵局,(03)361-9880,桃園市桃園區大誠路9號,121.322274,24.983832,O,,O,O,,,局內,30
桃園市,桃園區,012110-1,桃園茄苳郵局,(03)369-1274,桃園市桃園區龍安街12號,121.282012,24.987452,O,O,,O,,,局內,30
桃園市,桃園區,012111-4,桃園東埔郵局,(03)336-2447,桃園市桃園區中正二街15號,121.307739,25.001532,O,,,O,,,局內,30
桃園市,桃園區,012112-8,桃園中路郵局,(03)220-2871,桃園市桃園區壽昌街20巷27-1號及27-2號,121.292914,24.989882,O,O,O,O,,,局內,30
桃園市,桃園區,012113-1,桃園水汴頭郵局,(03)325-1039,桃園市桃園區春日路1360號,121.305892,25.027054,O,,O,O,,,局內,30
桃園市,桃園區,012114-5,桃園福林郵局,(03)361-6942,桃園市桃園區介壽路316及316-1號,121.306438,24.981328,O,O,,O,,,局內,30
桃園市,桃園區,012115-9,桃園永安郵局,(03)333-8620,桃園市桃園區永安路365號,121.29977,25.000808,O,,O,O,,,局內,30
桃園市,桃園區,012116-2,桃園桃鶯郵局,(03)362-2243,桃園市桃園區桃鶯路354、356號,121.322211,24.978053,O,O,O,O,,,局內,30
桃園市,桃園區,012120-5,桃園大業郵局,(03)358-8316,桃園市桃園區大業路1段372號,121.312215,25.013488,O,O,,O,,,局內,30
桃園市,桃園區,012121-9,桃園府前郵局,(03)336-3087,桃園市桃園區縣府路326、328、330號,121.300593,24.992796,O,O,O,O,,,局內,30
桃園市,桃園區,012123-6,桃園建國郵局,(03)362-8380,桃園市桃園區建國路156-8號,121.309725,24.985598,O,,,O,,,局內,30
桃園市,桃園區,012130-0,桃園慈文郵局,(03)355-2745,桃園市桃園區經國路280、286號,121.30342,25.02201,O,O,O,O,,,局內,30
桃園市,復興區,012139-2,復興郵局,(03)382-2307,桃園市復興區中正路62號,121.351322,24.815853,O,,O,O,,,局內,30
桃園市,新屋區,028123-1,新屋永安郵局,(03)486-4908,桃園市新屋區中山西路3段222、224號,121.041112,24.987883,O,,O,O,,,局內,30
桃園市,新屋區,028125-9,新屋郵局,(03)477-2624,桃園市新屋區中山路279號,121.104467,24.972529,O,O,,O,,,局內,30
桃園市,楊梅區,,力鵬企業公司楊梅廠--守衛室旁,(03)422-0552轉222,新榮路339號,121.158273,24.955906,O,,,O,,,局外,30
桃園市,楊梅區,,中興紡織公司楊梅廠--守衛室旁,(03)478-2144,太平里中山南路567號,1.2E-5,2.0E-6,O,,,O,,,局外,30
桃園市,楊梅區,,治平高中--守衛室對面,(03)422-0552轉222,中興路137號,121.187207,24.915973,O,,O,O,,,局外,30
桃園市,楊梅區,,高山頂營區--105棟樓旁,(03)478-2144,高獅路5號,121.170056,24.925168,O,,,O,,,局外,30
桃園市,楊梅區,,勞動力發展署桃竹苗分署--守衛室旁,(03)478-2144,秀才路851號,121.134509,24.888059,O,,,O,,,局外,30
桃園市,楊梅區,,華新麗華公司--守衛室旁,(03)478-2144,高獅路566號,121.158758,24.925565,O,,,O,,,局外,30
桃園市,楊梅區,,臺灣鐵路管理局臺北機廠(富岡新廠)--守衛室旁,(03)478-2144,豐富里富全街1號,121.066333,24.934081,O,,O,O,,,局外,30
桃園市,楊梅區,,薪家坡社區--中日超商,(03)478-2144,湖山街19號1樓,121.059431,24.918065,O,,,O,,,局外,30
桃園市,楊梅區,028140-0,楊梅郵局,(03)478-2144,桃園市楊梅區大平街7號,121.147608,24.910675,O,O,O,O,,O,局內,30
桃園市,楊梅區,028141-3,楊梅大同郵局,(03)475-8624,桃園市楊梅區新農街610號,121.162699,24.912872,O,,O,O,,,局內,30
桃園市,楊梅區,028142-7,楊梅富岡郵局,(03)472-1475,桃園市楊梅區富岡里中華街48號,121.081661,24.935099,O,,,O,,,局內,30
桃園市,楊梅區,028143-1,楊梅埔心里郵局,(03)482-2708,桃園市楊梅區中興路25號,121.184212,24.918878,O,O,,O,,,局內,30
桃園市,楊梅區,028144-4,楊梅幼工郵局,(03)464-1924,桃園市楊梅區獅二路2號(幼獅工業區管理中心內),121.174512,24.926288,O,,O,O,,,局內,30
桃園市,楊梅區,028146-1,楊梅高榮郵局,(03)490-2826,桃園市楊梅區電研路240號,121.167353,24.956351,O,O,,O,,,局內,30
桃園市,楊梅區,028147-5,楊梅光華郵局,(03)478-9853,桃園市楊梅區金德路51號,121.145876,24.916004,O,,,O,,,局內,30
桃園市,楊梅區,028148-9,楊梅秀才郵局,(03)475-8734,桃園市楊梅區秀才路205號,121.140858,24.901124,O,O,O,O,,,局內,30
桃園市,楊梅區,028149-2,楊梅瑞塘郵局,(03)482-9957,桃園市楊梅區萬大路116巷46、48、50號1樓,121.176567,24.909796,O,O,,O,,,局內,30
桃園市,龍潭區,,中山科學院--5號門土地銀行旁,(03)479-2025轉11,中正路佳安段481號,121.24316,24.849678,O,,,O,,,局外,30
桃園市,龍潭區,,武漢營區--營區內,(03)479-2025轉11,中興路100號,121.248413,24.880139,O,,,O,,,局外,30
桃園市,龍潭區,,桃園女子監獄--會客室旁,(03)479-2025轉11,中正路三林段617號,121.226627,24.847856,O,,,O,,,局外,30
桃園市,龍潭區,,陸軍司令部-校準部大樓,(03)479-2025轉11,中正路三林段81號,121.227829,24.850767,O,,,O,,,局外,30
桃園市,龍潭區,,義美公司龍潭廠--守衛室旁,(03)479-2025轉11,九龍里九座寮44-1號,121.248269,24.874653,O,,,O,,,局外,30
桃園市,龍潭區,,龍潭新新郵局舊局址,(03)479-2025轉11,中正路佳安段481號,121.24316,24.849678,O,O,,O,,,局外,30
桃園市,龍潭區,,龍潭機場營區--守衛室旁,(03)479-2025轉11,中正路三林段281號,121.226627,24.847856,O,,,O,,,局外,30
桃園市,龍潭區,028130-5,龍潭郵局,(03)479-2025-11,桃園市龍潭區中正路151號,121.216802,24.866523,O,O,O,O,O,O,局內,30
桃園市,龍潭區,028131-9,龍潭大平郵局,(03)471-2857,桃園市龍潭區中正路三坑段743號,121.244306,24.831729,O,,O,O,,,局內,30
桃園市,龍潭區,028132-2,龍潭石門水庫郵局,(03)471-2509,桃園市龍潭區佳安路3號,121.241109,24.834675,O,,O,O,,,局內,30
桃園市,龍潭區,028133-6,桃園客家文化館郵局,(03)470-5904,桃園市龍潭區中正路三林段500號,121.234542,24.845481,O,O,O,O,,,局內,30
桃園市,龍潭區,028134-0,龍潭中興郵局,(03)479-2837,桃園市龍潭區中興路280號,121.234081,24.874227,O,O,O,O,,,局內,30
桃園市,龍潭區,028136-7,龍潭烏林郵局,(03)479-8278,桃園市龍潭區中豐路508號,121.21217,24.88336,O,O,O,O,,,局內,30
桃園市,龍潭區,028137-1,龍潭核研所郵局,(03)471-1537,桃園市龍潭區文化路1000號(行政院核能研究所內),121.253261,24.85422,O,,,O,,,局內,30
桃園市,龍潭區,028138-4,龍潭南龍郵局,(03)470-4059,桃園市龍潭區南龍路70號,121.212224,24.863885,O,O,O,O,,,局內,30
桃園市,龍潭區,028139-8,龍潭高原郵局,(03)411-6720,桃園市龍潭區中原路1段573號,121.198756,24.846288,O,,,O,,,局內,30
桃園市,龜山區,,下湖西營區--戰情室右側,(03)328-2695,大岡里,1.2E-5,2.0E-6,O,,,O,,,局外,30
桃園市,龜山區,,千禧新城--守衛室內,(03)337-9648,光峰路千禧新城141號,121.342041,25.001861,O,,,O,,,局外,30
桃園市,龜山區,,中興電工公司--守衛室後,(03)337-9648,文德路25號,121.37983,25.057251,O,,,O,,,局外,30
桃園市,龜山區,,幸福村--幸福國小車站旁,(03)337-9648,幸福里幸福一街38號之1,121.334419,24.987897,O,,O,O,,,局外,30
桃園市,龜山區,,長庚大學第二學生宿舍--舍監辦公室後方,(03)337-9648,文化一路259號,121.391703,25.034424,O,,,O,,,局外,30
桃園市,龜山區,,長庚大學--醫學大樓守衛室前,(03)337-9648,文化一路259號,121.391703,25.034424,O,,,O,,,局外,30
桃園市,龜山區,,南亞公司工三廠--員工餐廳內,(03)337-9648,文明二街5號,121.376164,25.064737,O,,,O,,,局外,30
桃園市,龜山區,,南亞公司工三廠--警衛室後方,(03)337-9648,文明路6號,121.348569,24.978434,O,,,O,,,局外,30
桃園市,龜山區,,國立體育大學--行政大樓1樓機房內,(03)337-9648,文化一路250號,121.387658,25.031269,O,,,O,,,局外,30
桃園市,龜山區,,國立體育大學--體育館大門左側,(03)337-9648,文化一路250號,121.387658,25.031269,O,,,O,,O,局外,30
桃園市,龜山區,,陸光新城--A區警衛室旁,(03)337-9648,同心一路7號,121.331633,24.995348,O,,,O,,,局外,30
桃園市,龜山區,,華亞園區管理顧問(股)公司--1樓左大門旁,(03)337-9648,文化二路176號,121.372762,25.050663,O,,O,O,,,局外,30
桃園市,龜山區,,臺灣菸酒公司林口印刷廠--1樓大門右側,(02)2681-2148,文化一路55號,121.374792,25.057099,O,,,O,,,局外,30
桃園市,龜山區,,臺灣菸酒公司林口酒廠--產品推廣中心門口旁,(02)2681-2148,文化一路55號,121.374792,25.057099,O,,,O,,,局外,30
桃園市,龜山區,,銘傳大學--郵政代辦所前,(03)337-9648,大同里德明路5號,121.344374,24.984761,O,O,,O,,,局外,30
桃園市,龜山區,,慧敏營區--行政大樓內,(03)328-2695,公西里,121.359522,25.061812,O,,,O,,,局外,30
桃園市,龜山區,,龍華科技大學--龍華廣場樓梯口旁,(03)337-9648,萬壽路1段300號,121.402957,25.017602,O,,O,O,,,局外,30
桃園市,龜山區,012101-0,龜山大崗郵局,(03)328-2695,桃園市龜山區大崗里新興街99號,121.357511,25.050722,O,O,,O,,,局內,30
桃園市,龜山區,012105-4,龜山郵局,(03)320-2631,桃園市龜山區豐美街2-1號,121.334484,24.993172,O,O,O,O,,,局內,30
桃園市,龜山區,012106-8,龜山民安街郵局,(03)319-2253,桃園市龜山區民安街120號,121.324636,24.989855,O,O,,O,,,局內,30
桃園市,龜山區,012117-6,龜山樂善郵局,(03)328-2459,桃園市龜山區復興街5號(林口長庚醫院內),121.366796,25.061579,O,O,O,O,,O,局內,30
桃園市,龜山區,012119-3,龜山迴龍郵局,(02)8209-4775,桃園市龜山區萬壽路1段374、376號,121.401014,25.017149,O,,O,O,,,局內,30
桃園市,龜山區,012125-3,龜山文化郵局,(03)328-2617,桃園市龜山區文化里文昌一街102號,121.369913,25.057385,O,O,O,O,,,局內,30
桃園市,龜山區,012128-4,龜山誠園郵局,(03)328-5100,桃園市龜山區樹人路56號,121.351759,25.046187,O,O,,O,,,局內,30
桃園市,龜山區,012136-1,龜山長庚大學郵局,(03)211-8633,桃園市龜山區文化一路259號(長庚大學活動中心內),121.395062,25.031213,O,,,O,,,局內,30
桃園市,蘆竹區,,日立公司--餐廳內,(03)322-6258,內厝里內溪路29號,121.280956,25.068676,O,,,O,,,局外,30
桃園市,蘆竹區,,南亞公司錦興廠--輔導室內,(03)322-6258,南崁路1段336號,121.282227,25.055597,O,,,O,,,局外,30
桃園市,蘆竹區,,南亞公司錦興廠--醫療室旁,(03)322-6258,南崁路1段336號,121.282227,25.055597,O,,,O,,,局外,30
桃園市,蘆竹區,,開南大學--行政大樓1樓川廊邊,(03)337-9648,新興里開南路1號,121.271569,25.010815,O,,,O,,O,局外,30
桃園市,蘆竹區,,敬鵬公司--餐廳內左側,(03)322-6258,內厝街30巷8號,121.288041,25.060542,O,,,O,,,局外,30
桃園市,蘆竹區,,義美食品公司--守衛室旁,(03)322-6258,南工路1段11號,121.277791,25.05721,O,,,O,,,局外,30
桃園市,蘆竹區,012109-9,蘆竹郵局,(03)322-6258,桃園市蘆竹區南山路一段105號,121.290552,25.055651,O,O,O,O,,,局內,30
桃園市,蘆竹區,012126-7,蘆竹山腳郵局,(03)324-1724,桃園市蘆竹區南山路3段270、272號,121.286167,25.0848,O,O,O,O,,,局內,30
桃園市,蘆竹區,012127-1,蘆竹大竹郵局,(03)323-2214,桃園市蘆竹區大竹路385號,121.264702,25.020572,O,O,O,O,,,局內,30
桃園市,蘆竹區,012129-8,蘆竹錦興郵局,(03)322-5841,桃園市蘆竹區南崁路1段190號,121.286077,25.053064,O,O,,O,,,局內,30
桃園市,蘆竹區,012138-9,蘆竹光明郵局,(03)212-8331,桃園市蘆竹區南福街187、189號,121.293539,25.039005,O,O,O,O,,,局內,30
桃園市,觀音區,,亞東石化公司--餐廳旁,(03)422-0552轉222,經建4路47號,121.126375,25.064288,O,,,O,,,局外,30
桃園市,觀音區,,海巡署北區巡防局--守衛室旁,(03)422-0552轉222,崙坪里忠愛路1段45號,121.166332,24.994026,O,,,O,,,局外,30
桃園市,觀音區,,遠東先進纖維公司--守衛室,(03)422-0552轉222,工業五路17號,121.112945,25.062395,O,,,O,,,局外,30
桃園市,觀音區,,德廉電子材料公司--廠區內,(03)422-0552轉222,成功路2段915號,121.114872,25.048772,O,,,O,,,局外,30
